"country"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"	"decade"	"continent"
"Austria"	0.2755224725	3.2109497	5.82893315	0.9018275175	0.51719824375	0.29879135875	"2000-2009"	"Europe"
"Austria"	0.275864048	3.11041228	5.96282016	0.901266001	0.558886262	0.304936691	"2010-2019"	"Europe"
"Belarus"	0.26995795	4.06904055	3.5246836	0.52121562	0.0997042875	0.318782485	"1990-1999"	"Europe"
"Belarus"	0.27110988	4.06733119	3.51320593	0.521198382	0.1067033435	0.288337928	"2000-2009"	"Europe"
"Belarus"	0.27640964	3.89500809	3.49132064	0.521057107	0.128536737	0.26289985	"2010-2019"	"Europe"
"Belgium"	0.27468113	3.2661413	4.9795218	0.897446253333333	0.37832772	0.26729732	"1990-1999"	"Europe"
"Belgium"	0.273996535	3.419270225	4.9475857	0.89987015	0.4068882675	0.29421770625	"2000-2009"	"Europe"
"Belgium"	0.274126725	3.57806897	5.06802576	0.900388257	0.428598634	0.276859976	"2010-2019"	"Europe"
"Bulgaria"	0.28331092	2.9967184	3.433599	0.46690297	0.13291053	0.3071431	"1990-1999"	"Europe"
"Bulgaria"	0.284405045	2.753503925	3.397632525	0.466804245	0.1356578225	0.3479522675	"2000-2009"	"Europe"
"Bulgaria"	0.287320205	2.68759805	3.40756548	0.466472113	0.149159697	0.381014768	"2010-2019"	"Europe"
"Czechia"	0.292675873333333	3.26306796666667	3.20491876666667	0.54806204	0.162916746666667	0.243519276666667	"1990-1999"	"Europe"
"Czechia"	0.295052267142857	3.00447348571429	3.19006544285714	0.547587718571429	0.174569627142857	0.266019918571429	"2000-2009"	"Europe"
"Czechia"	0.296377176	2.89630247	3.16469376	0.547268559	0.186519795	0.257890358	"2010-2019"	"Europe"
"Denmark"	0.21585577	4.266179	4.8305523	0.949571675	0.41615098	0.23823453	"1990-1999"	"Europe"
"Denmark"	0.22134625375	3.6200416375	4.830593475	0.94252089625	0.448660295	0.254425385	"2000-2009"	"Europe"
"Denmark"	0.240575607	3.48515073	4.86878741	0.940744238	0.462449101	0.280196837	"2010-2019"	"Europe"
"Estonia"	0.2799016	4.6397185	3.4261088	0.5242026	0.13620551	0.39427334	"1990-1999"	"Europe"
"Estonia"	0.285288492857143	4.16488105714286	3.40727395714286	0.52367675	0.152903087142857	0.33200805	"2000-2009"	"Europe"
"Estonia"	0.288706093	3.73786391	3.39278557	0.52312551	0.16870693	0.322368317	"2010-2019"	"Europe"
"Finland"	0.263420655	4.81503035	3.9456959	0.905962425	0.432214485	0.231694485	"1990-1999"	"Europe"
"Finland"	0.2634262125	4.6043250875	3.7124687	0.8938203925	0.475077795	0.2774223725	"2000-2009"	"Europe"
"Finland"	0.264214	4.24338283	4.00212705	0.890642964	0.475635068	0.273053206	"2010-2019"	"Europe"
"France"	0.268903974	4.24100482	6.27525986	0.902568528	0.42219609	0.320386648	"1990-1999"	"Europe"
"France"	0.268538673	4.07769747	6.51916819	0.903689155	0.439557069	0.316533129	"2000-2009"	"Europe"
"France"	0.268264777	3.90222536	6.26872914	0.904130513	0.462194603	0.324744753	"2010-2019"	"Europe"
"Georgia"	0.2709128925	3.249477925	2.5325519	0.525728385	0.097866436	0.3979344925	"1990-1999"	"Europe"
"Georgia"	0.271323773	3.25394596	2.53017911	0.525569061	0.0988133177	0.379199353	"2000-2009"	"Europe"
"Georgia"	0.275594684	3.28992296	2.50523094	0.524980062	0.1197375445	0.377544089	"2010-2019"	"Europe"
"Germany"	0.261449972222222	3.15871707777778	6.07275106666667	0.749561298888889	0.388974656666667	0.287453063333333	"1990-1999"	"Europe"
"Germany"	0.259012846	3.37482732	6.08317525	0.750704238	0.401307374	0.303846413	"2000-2009"	"Europe"
"Germany"	0.260000384	3.47654693	6.21647934	0.749216029	0.418748984	0.312221009	"2010-2019"	"Europe"
"Greece"	0.27248988	4.9127254	5.570759	0.90609443	0.4006712	0.3696663	"1990-1999"	"Europe"
"Greece"	0.27293395875	5.6330203375	5.5701876	0.90524407125	0.4350663175	0.33932095	"2000-2009"	"Europe"
"Greece"	0.272479473	5.04119212	5.74784444	0.906248701	0.432418325	0.348418975	"2010-2019"	"Europe"
"Hungary"	0.2871523725	3.313071275	3.44570005	0.5381567075	0.1549843425	0.3026698975	"1990-1999"	"Europe"
"Hungary"	0.289727793333333	2.93514151666667	3.45781246666667	0.537974241666667	0.167117758333333	0.292061201666667	"2000-2009"	"Europe"
"Hungary"	0.290892255	2.8364426	3.42872664	0.537688941	0.175779197	0.302698667	"2010-2019"	"Europe"
"Ireland"	0.35668135	4.10647133333333	6.4984964	0.69780832	0.32646643	0.365271436666667	"1990-1999"	"Europe"
"Ireland"	0.360699588888889	4.21303438888889	6.39599327777778	0.69931355	0.390152247777778	0.326451808888889	"2000-2009"	"Europe"
"Ireland"	0.360513999	4.14032369	7.12672371	0.701063319	0.426991377	0.321169034	"2010-2019"	"Europe"
"Italy"	0.298856965	3.8738697	5.3694159	0.8698846475	0.5228664	0.3449984775	"1990-1999"	"Europe"
"Italy"	0.298523094444444	3.67752294444444	5.0502337	0.885691217777778	0.537880446666667	0.341307616666667	"2000-2009"	"Europe"
"Italy"	0.29244277	3.49859897	5.54138339	0.893031447	0.53859846	0.350832009	"2010-2019"	"Europe"
"Latvia"	0.276572336666667	4.2874245	3.7640829	0.521099646666667	0.13032905	0.298537933333333	"1990-1999"	"Europe"
"Latvia"	0.28063484	3.8927711	3.75933658333333	0.520813211666667	0.1416009	0.369285741666667	"2000-2009"	"Europe"
"Latvia"	0.284645536	3.73523116	3.76839048	0.520396752	0.158335683	0.350337244	"2010-2019"	"Europe"
"Lithuania"	0.2785139	4.2770348	4.2763233	0.5219124	0.13555187	0.33183792	"1990-1999"	"Europe"
"Lithuania"	0.281580313333333	4.2042955	4.4026255	0.521707703333333	0.143728461666667	0.357428418333333	"2000-2009"	"Europe"
"Lithuania"	0.286351057	4.038575	4.31725921	0.521418028	0.16340862	0.358166429	"2010-2019"	"Europe"
"Luxembourg"	0.278910403	3.74859488	5.33869027	0.897408245	0.470035121	0.284949816	"1990-1999"	"Europe"
"Luxembourg"	0.279985666	3.44115378	5.35217868	0.897437873	0.525359005	0.30905358	"2000-2009"	"Europe"
"Luxembourg"	0.281195461	3.2201136	5.29832805	0.896516904	0.558199356	0.328873391	"2010-2019"	"Europe"
"Moldova"	0.266494916666667	3.51799266666667	4.10497086666667	0.518874113333333	0.0937657366666667	0.396947866666667	"1990-1999"	"Europe"
"Moldova"	0.264865891	3.36368842	4.09429291	0.518631881	0.0915458592	0.35389448	"2000-2009"	"Europe"
"Moldova"	0.267442323	3.23698324	4.08892167	0.51837412	0.1035041236	0.278157432	"2010-2019"	"Europe"
"Netherlands"	0.383729383333333	3.5712548	6.70095933333333	0.785804146666667	0.285799856666667	0.298604963333333	"1990-1999"	"Europe"
"Netherlands"	0.382984891666667	3.5651352	6.24953886666667	0.787544896666667	0.338233411666667	0.292773926666667	"2000-2009"	"Europe"
"Netherlands"	0.371525061	3.50129624	6.69260461	0.787703918	0.375024946	0.282274471	"2010-2019"	"Europe"
"Norway"	0.282509925	3.0420186	7.15326115	0.835397035	0.417742515	0.25622873	"1990-1999"	"Europe"
"Norway"	0.28341978125	3.1079762625	6.8485024875	0.8317225275	0.4369782975	0.2796996175	"2000-2009"	"Europe"
"Norway"	0.283258868	3.1576086	6.78376562	0.829269589	0.459526579	0.268142287	"2010-2019"	"Europe"
"Poland"	0.286270493333333	2.2950099	3.12288226666667	0.551351786666667	0.13219719	0.320769493333333	"1990-1999"	"Europe"
"Poland"	0.290314895	2.1394707	3.11648255	0.55110225	0.155271353333333	0.348900583333333	"2000-2009"	"Europe"
"Poland"	0.293392362	2.13781498	3.09701504	0.550836494	0.176199889	0.316977802	"2010-2019"	"Europe"
"Romania"	0.2812822225	2.694418175	3.27822005	0.6380652825	0.1250725685	0.288311905	"1990-1999"	"Europe"
"Romania"	0.2837727225	2.6630386	3.23282265	0.63779751	0.1371629025	0.372953745	"2000-2009"	"Europe"
"Romania"	0.287339084	2.64456088	3.26837608	0.637414664	0.152349155	0.357699036	"2010-2019"	"Europe"
"Russia"	0.27720585	3.29304358	3.16273494	0.513964836	0.135119912	0.410947366	"1990-1999"	"Europe"
"Russia"	0.276855016	3.1808895	3.15068224	0.514190403	0.134043907	0.39749204	"2000-2009"	"Europe"
"Russia"	0.281515192	3.08984954	3.14047847	0.514190457	0.155582401	0.387786742	"2010-2019"	"Europe"
"Slovakia"	0.28803995	2.91557335	3.4613289	0.54319755	0.14224781	0.23231032	"1990-1999"	"Europe"
"Slovakia"	0.291234976666667	2.79793193333333	3.46588511666667	0.542876563333333	0.155190561666667	0.266818316666667	"2000-2009"	"Europe"
"Slovakia"	0.294721768	2.70768047	3.43997054	0.542501803	0.173754378	0.257245248	"2010-2019"	"Europe"
"Slovenia"	0.295209743333333	3.71049573333333	3.4161805	0.54801381	0.15732952	0.25760722	"1990-1999"	"Europe"
"Slovenia"	0.297806471666667	3.38383125	3.41014245	0.54728039	0.170781635	0.244416516666667	"2000-2009"	"Europe"
"Slovenia"	0.299217598	3.14819946	3.38767132	0.546866936	0.179612584	0.250688741	"2010-2019"	"Europe"
"Spain"	0.26523480375	3.8316300125	4.4966496375	0.91970772	0.4910360225	0.3483413125	"1990-1999"	"Europe"
"Spain"	0.26582751	3.9264165125	4.632631375	0.9227900375	0.549078515	0.3356083025	"2000-2009"	"Europe"
"Spain"	0.265744405	4.53969967	5.24772926	0.924318557	0.582140645	0.35418307	"2010-2019"	"Europe"
"Sweden"	0.2822334	4.25298325	4.7424543	0.9691447	0.411683485	0.25072619	"1990-1999"	"Europe"
"Sweden"	0.280751636	4.21474811	4.76497392	0.97330711	0.456297212	0.266876653	"2000-2009"	"Europe"
"Sweden"	0.276460811	4.15670152	4.79241751	0.974482403	0.494718657	0.287018096	"2010-2019"	"Europe"
"Switzerland"	0.28161117	4.3597436	6.4718676	0.93339217	0.46133587	0.33854857	"1990-1999"	"Europe"
"Switzerland"	0.27952948	3.59367985714286	6.61507998571429	0.941063528571429	0.483426954285714	0.330724568571429	"2000-2009"	"Europe"
"Switzerland"	0.280330933	3.7214295	6.8318002	0.942204554	0.491030137	0.325986749	"2010-2019"	"Europe"
"Turkey"	0.24728389	4.010806	3.9981275	0.7964436	0.19947377	0.413152	"1990-1999"	"Europe"
"Turkey"	0.24749178	4.1986819125	4.444213725	0.79666012	0.23968407125	0.40444867875	"2000-2009"	"Europe"
"Turkey"	0.247972131	4.02960979	4.47976323	0.79602523	0.277355051	0.414943621	"2010-2019"	"Europe"
"Ukraine"	0.2733285175	4.456253925	3.098725875	0.52157249	0.120062635	0.332551005	"1990-1999"	"Europe"
"Ukraine"	0.26998358875	4.2863351625	2.9118785125	0.52155312375	0.107031808875	0.28053411875	"2000-2009"	"Europe"
"Ukraine"	0.271543949	3.93707298	3.12208545	0.521404592	0.118826381	0.251891571	"2010-2019"	"Europe"
"United Kingdom"	0.25133754	4.34847573	4.31033121	1.08778905	0.360178442	0.356667437	"1990-1999"	"Europe"
"United Kingdom"	0.25182884	4.0957444	4.3547004	1.09319393	0.392021405	0.357132127	"2000-2009"	"Europe"
"United Kingdom"	0.264277592	4.07303944	4.47245874	1.09470775	0.41572292	0.331371122	"2010-2019"	"Europe"
"Australia"	0.38836062	4.515698	5.3766356	1.1164132	0.7358509	0.3257863	"1990-1999"	"Oceania"
"Australia"	0.3885699675	4.715139575	5.435976125	1.122251225	0.9044273825	0.338607955	"2000-2009"	"Oceania"
"Australia"	0.388526855	4.513950725	5.664560675	1.1250306	1.0135126	0.3426817775	"2010-2019"	"Oceania"
