"country"	"year"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"	"pop"
"El Salvador"	2015	1671365.81197392	21297696.353076	27480315.814926	5148979.7015466	1190939.71900842	0.4055182	6231066
"El Salvador"	2016	1679401.2154577	21391934.814453	27580662.89846	5164627.3992096	1210422.7624384	0.39978546	6250510
"El Salvador"	2017	1686489.4444648	21471795.6794742	27649323.44629	5177288.9485792	1227364.73115138	0.38007155	6266654
"El Salvador"	2018	1688466.5459136	21472476.894534	27687840.4661988	5184528.0608889	1236030.84689922	0.38610572	6276342
"El Salvador"	2019	1686913.57623401	21399017.3470947	27694417.3997139	5186892.7664266	1243557.88898881	0.38778764	6280217
"Estonia"	1993	418208.8178048	6932333.322968	5119045.0891264	783225.7823328	203508.46624528	0.39427334	1494128
"Estonia"	2003	388938.2087136	6041723.91472	4670680.4248	717973.952176	198279.7333712	0.37195182	1370720
"Estonia"	2004	387591.436267	5882886.47282	4639766.569165	713651.9812275	201735.9782585	0.33559534	1362550
"Estonia"	2005	386057.3613875	5740713.28871	4611852.8454925	709531.704515	204462.87331175	0.3344686	1354775
"Estonia"	2006	384296.1660567	5608578.79583	4585881.31595	705308.5854506	206521.4885082	0.33667818	1346810
"Estonia"	2007	383110.2231352	5476248.246128	4568111.432324	702035.68622	208691.8308024	0.31178468	1340680
"Estonia"	2008	382649.2451958	5357192.81654	4559426.625416	700091.6863986	211087.3877466	0.31915063	1337090
"Estonia"	2009	382437.835416	5252502.908835	4553139.646965	698661.30698	213278.0769938	0.3144271	1334515
"Estonia"	2010	382004.757774	5168359.611705	4542760.6239075	696974.96868	215315.431941	0.31999895	1331475
"Estonia"	2011	381356.20693202	5090550.688174	4526256.6347618	694769.55927705	217704.54911577	0.3248852	1327439
"Estonia"	2012	380686.3261864	5008400.7050728	4505599.1160784	692185.81071456	218120.59916472	0.329136	1322696
"Estonia"	2013	380081.53656555	4935207.8709726	4484375.9259478	689629.6728779	219666.61917897	0.35075676	1317997
"Estonia"	2014	379767.9754105	4874881.288174	4467357.089452	687725.1705973	221294.14658965	0.3458795	1314545
"Estonia"	2015	380510.58470691	4851387.5465262	4465410.6959523	688076.18185965	223045.9356294	0.3266799	1315407
"Estonia"	2016	380749.757563	4843239.437295	4451152.438355	688175.27527	224968.379461	0.3119477	1315790
"Estonia"	2017	381242.93307912	4845584.702808	4441074.3047808	688899.8785968	226786.75977888	0.30354318	1317384
"Estonia"	2018	382909.24997415	4867353.1414911	4457104.1512788	691207.0434522	229478.47097118	0.3032016	1321977
"Estonia"	2019	384932.6453857	4901086.9786548	4483344.7235272	693689.8015588	232421.1786474	0.30765438	1326898
"Eswatini"	1994	204127.89139098	3997895.738814	3335540.652106	509779.1980327	130408.68506491	0.5863356	953737
"Eswatini"	2000	221738.9347424	4445078.8115168	3623205.387072	550882.7577792	143517.8477424	0.5311352	1030496
"Eswatini"	2009	236567.0362887	4865120.46657	3822701.7321558	585412.9348041	157599.52222014	0.5144115	1094886
"Eswatini"	2016	247958.28194224	5069728.029082	4029554.2995644	610877.591545	172099.23558776	0.54579794	1142524
"Ethiopia"	1995	11840585.4199474	287228269.286036	205672863.901066	35314032.0353808	3638366.1174095	0.44562823	57476536
"Ethiopia"	1999	13386594.6632159	326160626.173046	233103573.334512	39985421.632233	3995567.72739753	0.29975793	65077579
"Ethiopia"	2004	15575452.470405	370200777.501228	254693815.352789	46270338.1628103	4668586.05194322	0.29806852	75301026
"Ethiopia"	2010	18600927.7258256	423254807.017884	298947081.734071	54832897.7841037	6051562.27814374	0.33170602	89237791
"Ethiopia"	2015	21635249.8429825	472070466.829387	351650701.397653	62959787.7485185	7970448.442511	0.34993124	102471895
"Fiji"	2002	247658.37338256	2487533.7294696	3359545.6074285	233471.40638577	81608.1486129	0.38102055	849891
"Fiji"	2008	263458.73384017	2609664.3143725	3555973.329535	246325.3698906	87615.26376658	0.40375587	896731
"Fiji"	2013	268188.26619896	2648883.8069834	3666877.118259	250912.2940315	91157.945308982	0.36696598	913453
"Fiji"	2019	268815.5095815	2679855.846075	3710437.868625	252242.635275	97091.10598449	0.30706868	918465
"Finland"	1991	1323075.6981878	24425899.926202	20744917.306742	4543040.813381	2163619.4323948	0.22879761	5013740
"Finland"	1995	1343100.2249386	24304235.750836	19173512.284515	4626670.404193	2211116.0655005	0.23459136	5107790
"Finland"	2000	1365772.55961384	25644603.0195726	18636036.2207877	4687212.0181491	2352437.13924945	0.27156627	5176209
"Finland"	2003	1372857.4022773	24359022.547262	18845196.787406	4672520.3676576	2474812.29548248	0.27686426	5213014
"Finland"	2004	1375840.09709424	23854242.6444888	18946070.3224584	4667752.2185244	2507289.71230224	0.27897653	5228172
"Finland"	2005	1380176.09100672	23632132.1937968	19056895.9334752	4675831.2003408	2530165.87032	0.27619493	5246096
"Finland"	2006	1385938.81108648	23704478.125188	19341845.3649204	4693481.3077264	2537123.72016376	0.27998725	5266268
"Finland"	2007	1392867.444904	23903912.230752	19871179.668976	4713216.5095648	2533981.8750144	0.28285563	5288720
"Finland"	2008	1400617.44920097	24171087.749718	20491355.9703762	4734912.2479932	2527749.1510089	0.27838135	5313399
"Finland"	2009	1408485.78482636	24399377.234198	21042449.976657	4757283.2231634	2524840.88132473	0.27455276	5338871
"Finland"	2010	1415670.27604704	24494707.478304	21360218.6863296	4778710.1612064	2528667.612468	0.2771396	5363352
"Finland"	2011	1422806.84441728	24308547.923632	21514861.4431232	4800499.8924608	2542845.93079648	0.27642646	5388272
"Finland"	2012	1430352.56827947	23856489.964428	21674118.254328	4823046.893292	2560631.89582482	0.27096376	5413971
"Finland"	2013	1437731.11415472	23306907.1356044	21823998.6146644	4844930.57837404	2580779.26924664	0.27193668	5438972
"Finland"	2014	1444313.34216624	22848216.336708	21949467.191232	4864559.180754	2597322.90572664	0.26776803	5461512
"Finland"	2015	1449352.388093	22657531.91314	22035174.4535034	4880090.36368346	2607020.29982985	0.2710181	5479531
"Finland"	2016	1452622.73485791	22459580.3242712	22030610.9272579	4893611.283924	2617075.62710792	0.27078423	5495303
"Finland"	2017	1454933.80725316	22272303.570794	22005693.8951232	4904694.58026562	2630659.33144616	0.2738283	5508214
"Finland"	2018	1456572.8248395	22478559.0915175	22020031.98772	4910807.41688575	2639257.97059425	0.27329567	5515525
"Finland"	2019	1458123.626056	22855556.10777	22048441.4244866	4915796.9239434	2660351.34849318	0.27737123	5521606
"France"	1990	15653750.3623644	257541169.096325	363382175.469885	52379880.6461359	23984445.4219685	0.32119063	58044701
"France"	1996	16066966.1025354	248139923.533108	366927760.346007	53932741.3675742	25406484.3536591	0.32016575	59756533
"France"	1997	16117681.0697916	250448159.291232	373308283.714312	54127833.9743688	25461211.2382928	0.3190015	59969944
"France"	1998	16170566.7086096	253232229.250847	380978225.747	54331805.999142	25519421.3240897	0.31657764	60192790
"France"	1999	16248630.1932876	256073824.83672	388517776.350366	54616305.308418	25658697.4923624	0.32499772	60504420
"France"	2000	16357983.7598525	258594765.384936	394084623.996852	54996158.0078832	25866426.4499803	0.32553056	60921384
"France"	2001	16479406.2935956	259061955.913112	398628849.11026	55409424.6747216	26174657.6625732	0.3253329	61367388
"France"	2002	16604681.1531824	257218369.641861	404255607.43459	55835068.2836152	26642413.5933492	0.31778157	61816234
"France"	2003	16728744.8047469	254223242.823591	410122073.154536	56256580.97443	27105711.0389892	0.31411052	62256970
"France"	2004	16856585.806922	251748959.467846	415613747.48681	56691210.6902338	27587730.2144778	0.30647254	62716306
"France"	2005	16984365.7239414	251105152.745438	419883725.35525	57126861.8038597	28003635.1164237	0.29833862	63188395
"France"	2006	17096185.8233942	252860363.548786	420446405.306894	57525594.3158811	28328701.618942	0.29691088	63628261
"France"	2007	17188824.8410554	256058157.424871	417063690.078001	57881764.3238835	28671334.6437375	0.32427707	64021737
"France"	2008	17269512.2396112	259924942.948152	412105546.03153	58205419.1968464	28963681.0011142	0.32996443	64379696
"France"	2009	17345092.3592018	263200648.318092	407981992.895983	58504691.5542744	29254205.5677997	0.3266122	64710879
"France"	2010	17424188.21658	264963390.603898	407180380.835773	58793570.58844	29507202.008124	0.33720416	65030575
"France"	2011	17508787.963934	264294055.159757	409038895.459117	59077982.8116596	29805233.6964388	0.3329475	65345233
"France"	2012	17597175.6472064	261660106.364272	411194301.410032	59364784.680768	30068973.5254048	0.3311486	65662240
"France"	2013	17693502.2415462	258316907.389315	413633903.078307	59672763.8681733	30370973.0840367	0.32512552	66002289
"France"	2014	17782031.6881056	255569544.374468	415879994.184006	59954019.5975931	30633552.9748708	0.32262158	66312067
"France"	2015	17849783.8154832	254668883.808797	417507181.531037	60169232.1523742	30880664.1766616	0.32704228	66548272
"France"	2016	17918058.8605901	255366183.897922	418562906.632056	60329343.2726006	31088454.8458416	0.31923512	66724104
"France"	2017	17988985.1147448	256259506.128288	419707860.742014	60505212.608984	31208113.3209274	0.3163205	66918020
"France"	2018	18043937.04477	257301743.794456	421248273.118628	60722525.9024851	31393975.672776	0.32380664	67158348
"France"	2019	18078780.8031189	258482918.343741	422809556.124656	60929929.8778459	31554662.6090934	0.31199563	67388001
"Gabon"	2005	334354.52144874	8353073.5206438	5745419.9383802	819888.0982942	257932.40543915	0.42184988	1458353
"Gabon"	2017	490472.32247475	11871642.907971	8568167.978139	1203235.40065575	387502.1057754	0.38024372	2140215
"Georgia"	1996	1224344.88790254	14625901.725693	11358711.740277	2361373.3032606	463548.32258589	0.37132707	4491699
"Georgia"	1997	1180605.31992135	14140373.1118815	11010325.78908	2286857.1419424	432214.115444802	0.40682536	4349913
"Georgia"	1998	1146907.61204612	13782357.9580724	10753018.3624952	2230997.4491598	406175.82553932	0.4123018	4243607
"Georgia"	1999	1119930.896032	13482546.893712	10543848.654872	2185593.55826448	387401.73839744	0.40128374	4157192
"Georgia"	2000	1096916.86913816	13221734.6433096	10343872.972157	2143485.9814409	377276.603587075	0.4045976	4077131
"Georgia"	2001	1081135.6817426	13023436.915346	10182188.9543836	2110407.2700744	372168.048818478	0.39557204	4014373
"Georgia"	2002	1074236.56739645	12923623.9207555	10088090.1294815	2091440.4857055	372411.10862934	0.3724613	3978515
"Georgia"	2003	1070448.223548	12851237.9215432	10016052.282788	2077211.96896648	377137.20510088	0.36650413	3951736
"Georgia"	2004	1067003.0203262	12792863.904176	9949373.91708	2064243.9147644	381643.584574	0.3616882	3927340
"Georgia"	2005	1062191.65157988	12720550.391904	9879874.9135965	2051000.3394912	385947.19868049	0.37375313	3902469
"Georgia"	2006	1056942.30305715	12651518.281923	9813244.2892935	2039169.53351952	391255.54322388	0.36865547	3880347
"Georgia"	2007	1051860.08925068	12577728.8346048	9747864.7615316	2028362.32843168	398760.111637	0.38108635	3860158
"Georgia"	2008	1048967.43366712	12538426.1797234	9702857.0143967	2022012.8194002	405729.58606422	0.38532716	3848449
"Georgia"	2009	1040100.515244	12427949.26485	9603043.1924322	2003937.0627696	412779.06857355	0.38234815	3814419
"Georgia"	2010	1033286.7490011	12343732.03998	9522535.208164	1989144.067449	418619.0565161	0.394587	3786695
"Georgia"	2011	1026827.05404864	12270444.578028	9436778.1930513	1972986.1153275	423098.452839036	0.3959351	3756441
"Georgia"	2012	1022206.8569109	12214459.6430946	9356382.503454	1958245.9612113	429374.39694396	0.38953948	3728874
"Georgia"	2013	1022475.0630084	12222049.174744	9317163.77658	1952104.8995014	436587.83618792	0.38588807	3717668
"Georgia"	2014	1026041.56300712	12255577.7368888	9311830.4172844	1952760.9731883	444620.90682012	0.37554133	3719414
"Georgia"	2015	1029800.28457772	12291145.832192	9319313.2361612	1955568.3625684	452247.64958652	0.36503676	3725276
"Georgia"	2016	1031807.41612065	12286161.389909	9330859.744727	1956458.1586035	459056.871207125	0.3663965	3727505
"Georgia"	2017	1032782.928135	12275772.883416	9338238.8211588	1956453.40495668	463654.668395016	0.37939596	3728004
"Georgia"	2018	1032825.05483778	12309113.6934885	9322551.8635518	1955436.9012837	468728.61258312	0.36411363	3726549
"Georgia"	2019	1031472.37414872	12363260.1574252	9281977.6586153	1951832.3188074	473808.18692708	0.35900706	3720161
"Germany"	1991	20946688.2078545	254283457.365715	476521317.377872	60010982.097272	30551525.078275	0.29492873	80013896
"Germany"	1992	21102706.4678994	255647950.258574	484940106.429018	60447625.5850745	30986101.0323387	0.2907326	80624598
"Germany"	1993	21237078.226203	256838642.159167	492059598.980933	60831689.2426426	31438773.9120276	0.28612086	81156363
"Germany"	1994	21305219.7791707	257222900.000478	496528060.427388	61034230.5113136	31694856.2848458	0.29159415	81438348
"Germany"	1995	21362342.0954252	257691637.207368	499310536.854074	61210405.3745457	31901247.9474671	0.28811273	81678051
"Germany"	1996	21415826.523013	258043718.172742	500909109.650169	61388470.1162141	32125170.0174687	0.27993777	81914831
"Germany"	1997	21433807.0660441	258394458.862567	501202508.118585	61480885.2946561	32172973.1952201	0.28246725	82034771
"Germany"	1998	21421062.174429	258417896.551875	500447464.847023	61493338.857843	32126992.8754198	0.2827037	82047195
"Germany"	1999	21418802.3532931	258765754.383937	499752742.196345	61535999.9090283	32145523.397203	0.29047978	82100243
"Germany"	2000	21434973.5962368	259624213.561976	499455981.9095	61623099.1862424	32214201.2368632	0.2888814	82211508
"Germany"	2001	21444422.8045425	263012097.417352	499546174.0395	61741971.558645	32411456.4163425	0.29949388	82349925
"Germany"	2002	21431151.9366062	269397336.327061	499876773.938963	61877358.717534	32692409.5090155	0.29810533	82488495
"Germany"	2003	21386635.3423296	276352127.970883	499818452.329037	61949335.4172576	32961640.8554496	0.2980293	82534176
"Germany"	2004	21334236.580521	282064506.3954	499470591.71496	61967718.492321	33147191.7478122	0.30192587	82516260
"Germany"	2005	21299266.2862203	284445563.816235	499010926.80292	61947434.1396008	33302490.2576248	0.31704092	82469422
"Germany"	2006	21272962.2549298	284706400.829288	499469016.52575	61879575.4127604	33365364.7773687	0.3104196	82376451
"Germany"	2007	21246619.1709078	285401845.98374	501516337.398451	61798583.3807632	33408830.2475646	0.3117709	82266372
"Germany"	2008	21211338.7800179	286422516.502578	503931013.91422	61682976.9766116	33453074.0224781	0.30800265	82110097
"Germany"	2009	21164448.8639463	286752311.294434	505655531.125694	61530205.6246638	33405532.4501743	0.30479428	81902307
"Germany"	2010	21139722.3921096	286556691.146259	506544458.89846	61442417.606981	33502146.9780732	0.30218413	81776930
"Germany"	2011	20759222.9887762	281193407.681088	498111198.398956	60308250.6983964	33077573.2580936	0.30610505	80274983
"Germany"	2012	20805742.1958204	281761053.607307	500071280.120285	60388895.3739835	33312772.3859074	0.3105579	80425823
"Germany"	2013	20871372.898178	282256214.255469	502339747.729053	60501784.49189	33602255.0398804	0.31453598	80645605
"Germany"	2014	20970251.55105	283504702.148	504955632.37225	60693160.6465	33861015.937525	0.30847794	80982500
"Germany"	2015	21169420.1557551	286063571.004004	509302900.715273	61167176.1091686	34312297.577328	0.31653914	81686611
"Germany"	2016	21449748.1471211	287283493.632255	512491226.523871	61620361.8957408	34793086.7299886	0.3141309	82348669
"Germany"	2017	21640801.650129	286105144.500708	513337707.075713	61805996.2696812	35033692.5402284	0.31314865	82657002
"Germany"	2018	21747164.9068276	284001416.735257	514554545.299701	61953298.8597239	35213926.6402801	0.31872115	82905782
"Germany"	2019	21828208.6878629	280587840.451717	515853156.57549	62062291.1944278	35365458.1305799	0.31780925	83092962
"Ghana"	1991	3345766.85241498	68991207.2395623	46894098.0116154	8617361.31424665	1468787.9912202	0.38434562	15843471
"Ghana"	1998	3978307.31230908	81560175.925932	55248881.6136996	10178758.0673276	1778912.532909	0.4007123	18714708
"Ghana"	2005	4797296.39992857	98728949.317148	66503515.8132924	12236114.145851	2218949.19197683	0.42760354	22496951
"Ghana"	2012	5728011.85374516	116778467.312093	80206172.25964	14609185.4257149	2859653.89423067	0.42372206	26858762
"Ghana"	2016	6357740.57611392	128627951.666174	88843810.888663	16075572.5154202	3375315.37575372	0.43512443	29554303
"Greece"	1995	2878079.80351164	51888957.3217862	58839208.884127	9570308.00210779	4231950.5170936	0.3696663	10562153
"Greece"	2000	2952696.7612272	64295594.957568	60209011.264896	9784947.01072512	4464395.8024224	0.34236935	10805808
"Greece"	2003	2982084.8536521	62357534.4726	60592192.18866	9892575.263115	4708068.272838	0.32759297	10928070
"Greece"	2004	2987857.61102806	61427914.2013866	60678013.9851687	9916609.40860304	4783348.91150332	0.33588123	10955141
"Greece"	2005	2996020.2321543	61123556.1791478	60908310.3029622	9945366.1374834	4831023.84908598	0.34596738	10987314
"Greece"	2006	3005763.5111787	61248997.6785774	61256674.4627466	9975117.36210546	4857016.2666582	0.35121885	11020362
"Greece"	2007	3015071.9344877	61414981.138005	61633746.4276415	10000790.0573631	4872159.15905136	0.33950907	11048473
"Greece"	2008	3025026.04187	61592800.3911364	62048793.129083	10027784.6372351	4870251.60406946	0.33587772	11077841
"Greece"	2009	3034557.88874496	61766935.6813461	62471639.25684	10054888.1541495	4874728.36897359	0.33615103	11107017
"Greece"	2010	3038983.1655029	61768892.1342647	62798371.3158186	10068961.865193	4869909.5527467	0.3409893	11121341
"Greece"	2011	3033483.50540976	60667390.2724305	62972953.8671337	10055795.8711821	4847205.1267575	0.3484217	11104899
"Greece"	2012	3015045.78590877	58151629.474648	62957545.705979	10004136.8948677	4801583.2735157	0.362504	11045011
"Greece"	2013	2990682.3507308	55145307.118265	62848504.9109025	9934727.8832475	4742186.53530793	0.36127293	10965211
"Greece"	2014	2968372.0704862	52599462.377	62764193.5663981	9871367.46393105	4685885.35599534	0.35804707	10892413
"Greece"	2015	2947058.28729945	51298629.2917512	62648540.933268	9808991.60757111	4649230.90329348	0.35996962	10820883
"Greece"	2016	2931048.81012118	51330189.1399914	62526197.7911975	9769996.3912515	4639075.45104635	0.34956136	10775971
"Greece"	2017	2922219.00444474	51809887.4437404	62387419.673124	9751617.62164824	4639236.2010189	0.34350377	10754679
"Greece"	2018	2917657.44625134	52675417.855228	62198956.276555	9732648.2346212	4626213.4476476	0.32890075	10732882
"Greece"	2019	2918700.45777612	54060903.2724492	61960465.1793366	9723072.81272186	4608610.15917186	0.33101925	10721582
"Grenada"	2018	33921.87157154	391467.6505326	521537.366959	111877.7922352	27043.5097183	0.4381641	121838
"Guatemala"	1998	2880520.3809285	45567967.626365	45205651.774365	8848932.06836695	1867967.20509695	0.493976	11046215
"Guatemala"	2000	3027213.58545964	48881980.8258787	47504418.3564904	9287292.720696	1976885.69995414	0.54173213	11589761
"Guatemala"	2006	3460351.785722	55209514.398935	54609298.883685	10591550.310731	2309771.7423794	0.54568464	13213330
"Guatemala"	2014	4026774.28660616	56816233.757252	64952099.391786	12259866.2526248	2764705.92957372	0.4827621	15306316
