"country"	"year"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"
"Colombia"	2015	0.2799551	2.16934	4.033796	0.7403241	0.21147159	0.50983036
"Colombia"	2016	0.28075305	2.185148	4.3549194	0.7401854	0.21546629	0.505629
"Colombia"	2017	0.2814522	2.2022092	4.6807995	0.73997295	0.2180702	0.4970708
"Colombia"	2018	0.28105864	2.2086709	4.7017093	0.73987126	0.2196955	0.50410813
"Colombia"	2019	0.2798771	2.2196279	4.701662	0.7398617	0.22084343	0.5132595
"Comoros"	2004	0.21717666	4.257857	3.4572403	0.60881233	0.08863883	0.5592444
"Comoros"	2014	0.21648586	4.2185445	3.5025656	0.60873485	0.088046744	0.45332918
"Congo"	2005	0.21379717	5.8944564	3.733689	0.5453898	0.11932528	0.4732929
"Congo"	2011	0.21418417	5.6981754	3.731926	0.5454059	0.12392339	0.48937136
"Costa Rica"	1990	0.28118473	3.0835648	4.03159	0.87096226	0.19033584	0.45215893
"Costa Rica"	1991	0.28124917	3.0798593	4.033268	0.87095547	0.19106278	0.46555334
"Costa Rica"	1992	0.28134912	3.0773668	4.0347834	0.87093896	0.19233781	0.4564088
"Costa Rica"	1993	0.2814689	3.078151	4.036053	0.87091595	0.19298208	0.45928076
"Costa Rica"	1994	0.2815933	3.0789504	4.036933	0.8708871	0.19441138	0.4670296
"Costa Rica"	1995	0.28170553	3.0816088	4.0374374	0.87085813	0.19453901	0.45660135
"Costa Rica"	1996	0.2819255	3.089775	4.03773	0.8708318	0.19571917	0.46479103
"Costa Rica"	1997	0.28230622	3.100745	4.038073	0.87080836	0.19672818	0.45579028
"Costa Rica"	1998	0.2827334	3.1155217	4.03852	0.8707928	0.19788727	0.45638052
"Costa Rica"	1999	0.28309283	3.1309154	4.0391607	0.87079054	0.19919944	0.4763139
"Costa Rica"	2000	0.28326958	3.139946	4.0400877	0.8708068	0.2002018	0.47410414
"Costa Rica"	2001	0.28321305	3.146723	4.041466	0.87084454	0.20102766	0.515062
"Costa Rica"	2002	0.2830152	3.1544168	4.043437	0.87090325	0.20238508	0.51812834
"Costa Rica"	2003	0.28277755	3.1613257	4.045945	0.8709831	0.2031232	0.49300545
"Costa Rica"	2004	0.28260198	3.166463	4.048914	0.87108314	0.20425074	0.4841771
"Costa Rica"	2005	0.28259093	3.1721456	4.0521927	0.87119985	0.20611617	0.47510344
"Costa Rica"	2006	0.28297246	3.1743464	4.0574293	0.8713319	0.20762102	0.4928061
"Costa Rica"	2007	0.28373823	3.177113	4.0655074	0.87147623	0.21024935	0.4931286
"Costa Rica"	2008	0.28463638	3.1805627	4.0752535	0.8716257	0.21280669	0.48640883
"Costa Rica"	2009	0.28541514	3.1830375	4.0855255	0.87177396	0.21542951	0.5055479
"Costa Rica"	2010	0.28582177	3.1855187	4.0953	0.8719207	0.21800438	0.48043102
"Costa Rica"	2011	0.28589788	3.1881115	4.1086783	0.87206006	0.21957816	0.4875928
"Costa Rica"	2012	0.28588536	3.1913335	4.1277094	0.8721827	0.22147846	0.4841734
"Costa Rica"	2013	0.2858299	3.1955833	4.148507	0.8722916	0.22336955	0.49151823
"Costa Rica"	2014	0.28577724	3.1998212	4.1671433	0.8723873	0.22530004	0.4863214
"Costa Rica"	2015	0.28577265	3.2036433	4.1796927	0.8724728	0.22738065	0.48374
"Costa Rica"	2016	0.28605837	3.2071395	4.18692	0.8725493	0.2302679	0.48704153
"Costa Rica"	2017	0.28632385	3.2088234	4.191305	0.87261367	0.23288204	0.4834524
"Costa Rica"	2018	0.2862417	3.2115748	4.193752	0.87266445	0.23521076	0.47970015
"Costa Rica"	2019	0.28596833	3.2132857	4.195216	0.8727019	0.23688456	0.4818988
"Cote d'Ivoire"	1992	0.21341556	3.9320145	3.1808226	0.53158534	0.110754445	0.393822
"Cote d'Ivoire"	1995	0.21335287	3.935544	3.1736724	0.5315575	0.10855889	0.40563822
"Cote d'Ivoire"	1998	0.21321869	3.9229288	3.1792874	0.5315385	0.10707082	0.38957423
"Cote d'Ivoire"	2008	0.21120025	3.8599102	3.1857028	0.5315875	0.10367459	0.43179876
"Cote d'Ivoire"	2015	0.21099724	3.9139864	3.2344174	0.5315788	0.10760447	0.41468868
"Cote d'Ivoire"	2018	0.21278863	3.926919	3.2381794	0.53155416	0.11268992	0.37168875
"Croatia"	2009	0.29364666	3.056886	3.5406537	0.54529536	0.159574	0.3255369
"Croatia"	2010	0.29374376	3.0437448	3.5413146	0.5452665	0.16102728	0.32373103
"Croatia"	2011	0.29379448	3.0329254	3.544934	0.54523414	0.16161147	0.32254267
"Croatia"	2012	0.2938508	3.0223985	3.5525165	0.5451964	0.16212529	0.324717
"Croatia"	2013	0.29390776	3.0129337	3.5617278	0.54516304	0.16291143	0.3199227
"Croatia"	2014	0.29396144	3.0046828	3.570098	0.54512924	0.16315871	0.32102978
"Croatia"	2015	0.29400748	2.9999287	3.575285	0.5451007	0.16369322	0.31113166
"Croatia"	2016	0.29422173	3.0040376	3.5780432	0.5450728	0.16471277	0.30897906
"Croatia"	2017	0.29442087	3.0106928	3.5801265	0.5450407	0.16613436	0.30352312
"Croatia"	2018	0.29435205	3.0109425	3.58538	0.54501355	0.1677305	0.29728642
"Croatia"	2019	0.29412583	3.0076077	3.5950115	0.5449874	0.169517	0.28908294
"Cyprus"	2004	0.27489445	3.0292952	6.4385767	0.90824616	0.38335	0.30089056
"Cyprus"	2005	0.27497107	3.0254085	6.4484305	0.9085382	0.3873378	0.30259413
"Cyprus"	2006	0.27495298	3.0153544	6.455378	0.9087214	0.39178142	0.31125963
"Cyprus"	2007	0.27489388	2.9986312	6.46308	0.90891725	0.39566207	0.31113273
"Cyprus"	2008	0.27481294	2.9813788	6.4708214	0.90911335	0.40029976	0.31708607
"Cyprus"	2009	0.27473226	2.9677322	6.4780493	0.90930474	0.40366805	0.32108265
"Cyprus"	2010	0.2746724	2.9638343	6.484162	0.9094894	0.4053917	0.3145779
"Cyprus"	2011	0.2745345	2.9693859	6.4914937	0.9096582	0.40491813	0.326255
"Cyprus"	2012	0.27427214	2.9829354	6.50126	0.9098102	0.40384167	0.34312433
"Cyprus"	2013	0.27398068	2.999336	6.510966	0.9099433	0.40205657	0.37041834
"Cyprus"	2014	0.27375478	3.0125203	6.518057	0.91005874	0.40077922	0.35565287
"Cyprus"	2015	0.27368838	3.0200424	6.5200295	0.9101596	0.40038744	0.33966377
"Cyprus"	2016	0.27445996	3.0155115	6.4977756	0.9102467	0.40225446	0.32891682
"Cyprus"	2017	0.27521724	3.0121264	6.4726014	0.91031796	0.4050426	0.31416234
"Cyprus"	2018	0.27492255	3.0430932	6.46673	0.9103745	0.4060882	0.32739753
"Cyprus"	2019	0.27398312	3.1127021	6.4671764	0.9104203	0.40809122	0.3122325
"Czechia"	1992	0.29259008	3.2800333	3.2025268	0.54811156	0.16335864	0.20703283
"Czechia"	1993	0.29260004	3.273265	3.205569	0.5480868	0.16265872	0.2655349
"Czechia"	1996	0.2928375	3.2359056	3.2066605	0.54798776	0.16273288	0.2579901
"Czechia"	2002	0.29441285	3.0685062	3.1954782	0.5477548	0.16692717	0.26555094
"Czechia"	2004	0.29485515	3.0343375	3.1922584	0.5476734	0.17094596	0.2753318
"Czechia"	2005	0.29498923	3.0188644	3.1907578	0.5476307	0.17273149	0.26946017
"Czechia"	2006	0.2950909	3.0022566	3.189479	0.54758173	0.17460564	0.26744118
"Czechia"	2007	0.2952128	2.9856079	3.1884825	0.547534	0.1769462	0.25998646
"Czechia"	2008	0.29534134	2.9686456	3.187546	0.5474897	0.17907904	0.26280212
"Czechia"	2009	0.2954636	2.9530962	3.1864562	0.5474497	0.18075189	0.26156676
"Czechia"	2010	0.29556757	2.9410903	3.184955	0.5474121	0.18253829	0.26623514
"Czechia"	2011	0.29570618	2.928001	3.1822746	0.54737437	0.18335786	0.26381272
"Czechia"	2012	0.29591092	2.9136982	3.1782794	0.54733896	0.18419945	0.26109937
"Czechia"	2013	0.29614052	2.8993616	3.1735919	0.54730624	0.1849567	0.26473904
"Czechia"	2014	0.29635313	2.8871071	3.1688817	0.54727674	0.18563884	0.25923222
"Czechia"	2015	0.2965073	2.8789806	3.1647387	0.54724824	0.18666612	0.25867426
"Czechia"	2016	0.2968482	2.8781762	3.1530337	0.547219	0.18728484	0.25406334
"Czechia"	2017	0.2971475	2.8795915	3.1426318	0.5471923	0.18837492	0.2485221
"Czechia"	2018	0.29701176	2.8781662	3.1446435	0.547169	0.18993388	0.24990341
"Czechia"	2019	0.29657868	2.878852	3.1539073	0.54714864	0.19224705	0.25262198
"Democratic Republic of Congo"	2004	0.20055912	5.4669857	3.8167355	0.55652565	0.06502207	0.41642156
"Democratic Republic of Congo"	2012	0.2005015	5.4118137	3.8075843	0.55652434	0.0658978	0.42075598
"Denmark"	1992	0.21587719	4.328565	4.8247056	0.94957125	0.41322926	0.2469101
"Denmark"	1995	0.21583435	4.203793	4.836399	0.9495721	0.4190727	0.22955896
"Denmark"	2000	0.21558674	3.8416915	4.8331356	0.9497058	0.43336776	0.2376632
"Denmark"	2003	0.21480212	3.6899285	4.8346615	0.9439888	0.44345278	0.2563103
"Denmark"	2004	0.21458283	3.6493335	4.835232	0.9417859	0.4469175	0.24911784
"Denmark"	2005	0.21458648	3.6151078	4.835422	0.9408773	0.4491398	0.2518638
"Denmark"	2006	0.21741113	3.58285	4.8332257	0.9409052	0.45140344	0.25913078
"Denmark"	2007	0.22392994	3.5521986	4.828784	0.94094557	0.45322025	0.26184258
"Denmark"	2008	0.23168026	3.5246913	4.823805	0.9409634	0.45507848	0.2524627
"Denmark"	2009	0.23819053	3.5045319	4.820482	0.9409952	0.45670235	0.26701188
"Denmark"	2010	0.2409941	3.4930654	4.8208127	0.94102407	0.45769343	0.2719856
"Denmark"	2011	0.2409809	3.4911556	4.8299036	0.9410235	0.45879945	0.27311745
"Denmark"	2012	0.24075875	3.4912093	4.8479366	0.9410103	0.45912847	0.2779075
"Denmark"	2013	0.24044524	3.4932568	4.8688307	0.9409444	0.45965907	0.28542534
"Denmark"	2014	0.24015133	3.494156	4.8869395	0.94085705	0.4597326	0.2835288
"Denmark"	2015	0.23999041	3.4930105	4.896541	0.94074917	0.46083546	0.28177238
"Denmark"	2016	0.24008548	3.4778132	4.893634	0.94062287	0.46320453	0.28187442
"Denmark"	2017	0.24028844	3.4658232	4.8873973	0.9405177	0.46608737	0.28746662
"Denmark"	2018	0.24067952	3.4691179	4.8819747	0.94039935	0.46809715	0.2816572
"Denmark"	2019	0.2413819	3.4828994	4.873904	0.94029397	0.47125348	0.27723306
"Djibouti"	2002	0.21875872	4.455916	3.2198284	0.6073121	0.097750224	0.39997312
"Djibouti"	2012	0.21844257	4.4285526	3.2355363	0.6073551	0.10220531	0.45104358
"Djibouti"	2013	0.21860686	4.4291425	3.242967	0.6073475	0.10313314	0.44117805
"Djibouti"	2017	0.21974987	4.4426007	3.2565503	0.6073101	0.10849839	0.41585726
"Dominican Republic"	1992	0.26735774	3.7750514	4.462901	0.91329443	0.1760941	0.5105286
"Dominican Republic"	1996	0.2678152	3.8059838	4.4486666	0.9129678	0.17877357	0.47418755
"Dominican Republic"	1997	0.2683742	3.8448184	4.448888	0.9127447	0.18066654	0.48901546
"Dominican Republic"	2000	0.27003175	3.9518254	4.4474735	0.9119678	0.18587922	0.5151364
"Dominican Republic"	2001	0.27031958	3.95916	4.4428926	0.9117089	0.18711217	0.49998924
"Dominican Republic"	2002	0.2706639	3.968561	4.437084	0.91146404	0.18828484	0.49671522
"Dominican Republic"	2003	0.2710166	3.97536	4.4314137	0.91124403	0.1900709	0.5211965
"Dominican Republic"	2004	0.27133164	3.9794157	4.427011	0.91105604	0.19151309	0.52049935
"Dominican Republic"	2005	0.27156696	3.980367	4.424928	0.91089547	0.19312112	0.499648
"Dominican Republic"	2006	0.2718488	3.9705696	4.428441	0.91075695	0.1950601	0.51961064
"Dominican Republic"	2007	0.27227417	3.9506974	4.4379125	0.91063756	0.1972053	0.48855126
"Dominican Republic"	2008	0.27275515	3.9292269	4.449831	0.91053385	0.19951643	0.48107398
"Dominican Republic"	2009	0.273201	3.9091845	4.46074	0.91044784	0.20186532	0.48875645
"Dominican Republic"	2010	0.27352464	3.89255	4.4672446	0.91037506	0.20408584	0.47325817
"Dominican Republic"	2011	0.27382657	3.8736737	4.471896	0.91031206	0.20628425	0.47706884
"Dominican Republic"	2012	0.2742266	3.848534	4.478646	0.9102588	0.20789868	0.46133503
"Dominican Republic"	2013	0.27466854	3.8197856	4.485924	0.91021657	0.21039866	0.47656393
"Dominican Republic"	2014	0.2750951	3.7958152	4.4920454	0.910187	0.21320459	0.442794
"Dominican Republic"	2015	0.27545208	3.786363	4.4953833	0.9101655	0.21582673	0.4518094
"Dominican Republic"	2016	0.2760968	3.7861633	4.4905167	0.91014826	0.2196807	0.45722562
"Dominican Republic"	2017	0.27676705	3.787071	4.485532	0.9101331	0.22426602	0.42192984
"Dominican Republic"	2018	0.27727082	3.8003783	4.489796	0.91011876	0.2269934	0.436861
"Dominican Republic"	2019	0.27786973	3.8231027	4.50035	0.910109	0.22997883	0.41917086
"East Timor"	2001	0.25386328	2.916267	3.6704752	0.31622842	0.07709186	0.35935292
"East Timor"	2007	0.2570128	2.8273177	3.6784325	0.31604692	0.08524025	0.27823317
"East Timor"	2014	0.26395333	2.797253	3.7443056	0.31593847	0.098117255	0.28652927
"Ecuador"	1994	0.27115792	3.28611	5.082544	0.9084554	0.24646893	0.5333033
"Ecuador"	1999	0.27231315	3.3405862	5.1077743	0.90850335	0.24558333	0.5857073
"Ecuador"	2000	0.27247846	3.3482025	5.1115184	0.90850216	0.24557704	0.5629919
"Ecuador"	2003	0.27247354	3.3620048	5.1057415	0.90848345	0.24779084	0.5351386
"Ecuador"	2004	0.27248323	3.3646739	5.103197	0.90846807	0.24917918	0.53889215
"Ecuador"	2005	0.27255198	3.3645496	5.102552	0.90845037	0.25033808	0.53049964
"Ecuador"	2006	0.27280945	3.363072	5.1049614	0.90842664	0.25259858	0.5224719
"Ecuador"	2007	0.27327847	3.3585632	5.11025	0.9083995	0.25467345	0.53354627
"Ecuador"	2008	0.2738299	3.3539047	5.1175632	0.9083754	0.25663987	0.49787596
"Ecuador"	2009	0.27433988	3.3498144	5.1256685	0.90834725	0.2598128	0.48498443
"Ecuador"	2010	0.27468234	3.3468227	5.133518	0.9083132	0.2627543	0.48799783
"Ecuador"	2011	0.27494526	3.3436587	5.1464357	0.9082741	0.26569536	0.45871222
"Ecuador"	2012	0.27526292	3.341263	5.166718	0.90822977	0.26902258	0.46109366
"Ecuador"	2013	0.27557677	3.3393662	5.1889415	0.9081829	0.27231848	0.46862358
"Ecuador"	2014	0.27583277	3.3361611	5.2078395	0.9081343	0.27580678	0.4499254
"Ecuador"	2015	0.2759743	3.3338869	5.218065	0.90808165	0.27871346	0.459508
"Ecuador"	2016	0.2758114	3.33239	5.2148705	0.90796834	0.28207183	0.4501621
"Ecuador"	2017	0.27560163	3.3310006	5.2097163	0.9078061	0.28394884	0.44669914
"Ecuador"	2018	0.27558616	3.3314188	5.215803	0.907703	0.28395268	0.45437902
"Ecuador"	2019	0.27563453	3.3306973	5.2311482	0.90765	0.2837155	0.45709932
"Egypt"	1990	0.24535134	3.7920954	4.415513	0.72433305	0.15812328	0.3200394
"Egypt"	1995	0.24561276	3.8702178	4.4114027	0.72451586	0.1623022	0.3008284
"Egypt"	1999	0.24648769	3.7450073	3.961074	0.7246296	0.16744646	0.30834845
"Egypt"	2004	0.24618259	3.749454	3.9235525	0.7247318	0.17370944	0.31847546
"Egypt"	2008	0.24640469	3.742725	4.282255	0.72471803	0.18099098	0.31102437
"Egypt"	2010	0.24661826	3.737595	4.493589	0.72464406	0.18514201	0.30191457
"Egypt"	2012	0.24683838	3.7997007	4.534659	0.7245236	0.18861686	0.28292203
"Egypt"	2015	0.2471659	3.917347	4.569759	0.72426695	0.19393303	0.31823358
"Egypt"	2017	0.24729621	3.9134357	4.555389	0.7240791	0.19755909	0.31533954
"Egypt"	2019	0.2475693	3.9397578	4.5883927	0.72391546	0.19892646	0.31893092
"El Salvador"	1991	0.26287833	3.7102919	4.21461	0.8239666	0.15678358	0.53793645
"El Salvador"	1995	0.26343587	3.6920094	4.2338767	0.82487553	0.1612318	0.49848166
"El Salvador"	1996	0.26377052	3.6808152	4.2362294	0.825097	0.1624954	0.5095812
"El Salvador"	1998	0.26498199	3.6410363	4.238374	0.8255096	0.16595158	0.54378504
"El Salvador"	1999	0.26552013	3.617932	4.239908	0.8257073	0.16760014	0.5208074
"El Salvador"	2000	0.26578897	3.598476	4.2425714	0.8258825	0.16874944	0.5146378
"El Salvador"	2001	0.26577896	3.5801768	4.247578	0.82603735	0.17037202	0.5134745
"El Salvador"	2002	0.26565054	3.5598838	4.2545786	0.8261616	0.17130834	0.518517
"El Salvador"	2003	0.2654874	3.5396497	4.2628117	0.82626486	0.17237742	0.5043636
"El Salvador"	2004	0.2653725	3.520169	4.2714963	0.82636064	0.17384973	0.47799078
"El Salvador"	2005	0.2653899	3.5070453	4.2795415	0.8264432	0.17508735	0.48472306
"El Salvador"	2006	0.26573837	3.4916263	4.2905326	0.826508	0.17668656	0.4568936
"El Salvador"	2007	0.26641667	3.479851	4.3065796	0.8265507	0.17821002	0.45217508
"El Salvador"	2008	0.26720753	3.4672506	4.3245234	0.8265663	0.18078254	0.46885607
"El Salvador"	2009	0.26789296	3.4569325	4.341396	0.8265618	0.18218514	0.4582485
"El Salvador"	2010	0.26825663	3.4494622	4.35401	0.82653445	0.18388423	0.43513292
"El Salvador"	2011	0.26832733	3.4408638	4.364949	0.826486	0.18553731	0.4231799
"El Salvador"	2012	0.2683105	3.4341145	4.377914	0.8264442	0.18706387	0.41828847
"El Salvador"	2013	0.26825583	3.4246569	4.3909883	0.8264087	0.18815537	0.43358666
"El Salvador"	2014	0.26821285	3.4197683	4.4023585	0.8263723	0.18953082	0.41559452
"El Salvador"	2015	0.26823112	3.417986	4.410211	0.8263401	0.19112937	0.4055182
"El Salvador"	2016	0.26868227	3.4224303	4.412546	0.82627296	0.19365184	0.39978546
"El Salvador"	2017	0.2691212	3.4263573	4.412135	0.8261648	0.19585647	0.38007155
"El Salvador"	2018	0.2690208	3.421177	4.4114614	0.82604295	0.19693491	0.38610572
"El Salvador"	2019	0.26860753	3.4073691	4.4097867	0.8259098	0.19801193	0.38778764
"Estonia"	1993	0.2799016	4.6397185	3.4261088	0.5242026	0.13620551	0.39427334
"Estonia"	2003	0.28374738	4.407701	3.407465	0.5237933	0.14465371	0.37195182
"Estonia"	2004	0.28446034	4.3175564	3.4052083	0.52376205	0.14805767	0.33559534
"Estonia"	2005	0.2849605	4.2373924	3.4041467	0.5237266	0.15092017	0.3344686
"Estonia"	2006	0.28533807	4.164343	3.404995	0.52368826	0.15334122	0.33667818
"Estonia"	2007	0.28575814	4.0846796	3.4073093	0.5236415	0.15566118	0.31178468
"Estonia"	2008	0.28618062	4.006606	3.4099624	0.52359354	0.15787074	0.31915063
"Estonia"	2009	0.2865744	3.935889	3.411831	0.523532	0.15981692	0.3144271
"Estonia"	2010	0.28690344	3.8816798	3.4118257	0.5234608	0.16171196	0.31999895
"Estonia"	2011	0.28728718	3.834866	3.4097662	0.52339095	0.16400343	0.3248852
"Estonia"	2012	0.2878109	3.7865093	3.4063754	0.52331436	0.16490607	0.329136
"Estonia"	2013	0.28837815	3.7444758	3.4024174	0.5232407	0.16666701	0.35075676
"Estonia"	2014	0.2888969	3.7084172	3.3984056	0.52316594	0.16834277	0.3458795
"Estonia"	2015	0.28927213	3.6881266	3.3946989	0.52308995	0.1695642	0.3266799
"Estonia"	2016	0.2893697	3.6808605	3.3828745	0.523013	0.1709759	0.3119477
"Estonia"	2017	0.28939393	3.678187	3.3711312	0.5229302	0.17214932	0.30354318
"Estonia"	2018	0.28964895	3.6818743	3.3715444	0.5228586	0.17358734	0.3032016
"Estonia"	2019	0.29009965	3.6936426	3.3788164	0.5227906	0.1751613	0.30765438
"Eswatini"	1994	0.21402954	4.191822	3.497338	0.5345071	0.13673443	0.5863356
"Eswatini"	2000	0.2151769	4.3135333	3.515982	0.5345802	0.13927065	0.5311352
"Eswatini"	2009	0.21606545	4.443495	3.4914153	0.53467935	0.14394149	0.5144115
"Eswatini"	2016	0.21702676	4.4373055	3.5268881	0.53467375	0.15063074	0.54579794
"Ethiopia"	1995	0.20600729	4.9973135	3.5783796	0.6144078	0.063301764	0.44562823
"Ethiopia"	1999	0.2057021	5.011874	3.5819337	0.614427	0.061396994	0.29975793
"Ethiopia"	2004	0.2068425	4.916278	3.3823419	0.61447155	0.06199897	0.29806852
"Ethiopia"	2010	0.20844227	4.7429996	3.3500054	0.61445826	0.067813896	0.33170602
"Ethiopia"	2015	0.2111335	4.6068287	3.4316795	0.6144103	0.0777818	0.34993124
"Fiji"	2002	0.29140016	2.9268856	3.9529135	0.27470747	0.0960219	0.38102055
"Fiji"	2008	0.29379907	2.9101975	3.965485	0.2746926	0.09770518	0.40375587
"Fiji"	2013	0.29359832	2.8998578	4.014303	0.2746855	0.099794894	0.36696598
"Fiji"	2019	0.2926791	2.917755	4.039825	0.274635	0.105710186	0.30706868
"Finland"	1991	0.26388997	4.8717923	4.1376133	0.90611815	0.43153802	0.22879761
"Finland"	1995	0.26295134	4.7582684	3.7537785	0.9058067	0.43289095	0.23459136
"Finland"	2000	0.26385576	4.9543214	3.6003253	0.9055299	0.45447105	0.27156627
"Finland"	2003	0.26335195	4.672733	3.615029	0.8963184	0.47473732	0.27686426
"Finland"	2004	0.26315892	4.5626354	3.6238422	0.8928077	0.47957292	0.27897653
"Finland"	2005	0.26308632	4.5047083	3.6325862	0.8912973	0.482295	0.27619493
"Finland"	2006	0.26317286	4.501191	3.6727803	0.8912348	0.48176882	0.27998725
"Finland"	2007	0.2633657	4.5197916	3.7572758	0.89118284	0.47912952	0.28285563
"Finland"	2008	0.26360103	4.549082	3.8565438	0.8911268	0.4757311	0.27838135
"Finland"	2009	0.26381716	4.570138	3.941367	0.8910654	0.47291663	0.27455276
"Finland"	2010	0.26395252	4.567052	3.9826248	0.8909932	0.4714715	0.2771396
"Finland"	2011	0.26405624	4.511381	3.9929056	0.8909164	0.47192234	0.27642646
"Finland"	2012	0.26419657	4.406468	4.003368	0.890852	0.47296742	0.27096376
"Finland"	2013	0.26433876	4.2851677	4.0125227	0.89078057	0.47449762	0.27193668
"Finland"	2014	0.26445302	4.1834965	4.018936	0.89069825	0.47556847	0.26776803
"Finland"	2015	0.264503	4.13494	4.0213614	0.89060366	0.47577435	0.2710181
"Finland"	2016	0.26433897	4.0870504	4.0089893	0.890508	0.47623864	0.27078423
"Finland"	2017	0.26413894	4.043471	3.9950688	0.89043283	0.47758844	0.2738283
"Finland"	2018	0.26408598	4.0755067	3.9923728	0.89036083	0.47851437	0.27329567
"Finland"	2019	0.264076	4.139295	3.9931211	0.8902839	0.48180753	0.27737123
"France"	1990	0.2696844	4.4369454	6.260385	0.9024059	0.41320646	0.32119063
"France"	1996	0.2688738	4.1525154	6.140379	0.90254134	0.42516664	0.32016575
"France"	1997	0.26876265	4.176228	6.224923	0.9025827	0.4245662	0.3190015
"France"	1998	0.26864624	4.2070193	6.3293	0.9026298	0.42396143	0.31657764
"France"	1999	0.26855278	4.232316	6.4213123	0.9026829	0.42407972	0.32499772
"France"	2000	0.26850972	4.244729	6.4687405	0.9027398	0.42458698	0.32553056
"France"	2001	0.26853687	4.2214923	6.4957767	0.9029132	0.4265239	0.3253329
"France"	2002	0.2686136	4.1610165	6.539635	0.9032428	0.4309938	0.31778157
"France"	2003	0.26870477	4.0834503	6.5875688	0.903619	0.43538436	0.31411052
"France"	2004	0.26877517	4.014091	6.626885	0.90393096	0.4398813	0.30647254
"France"	2005	0.26878932	3.9739125	6.64495	0.90407205	0.44317687	0.29833862
"France"	2006	0.26868856	3.974026	6.6078563	0.90408874	0.445222	0.29691088
"France"	2007	0.2684842	3.9995503	6.5144076	0.9040955	0.4478375	0.32427707
"France"	2008	0.2682447	4.0373745	6.4011726	0.9040959	0.44988844	0.32996443
"France"	2009	0.26803982	4.0673323	6.3046894	0.9040936	0.45207554	0.3266122
"France"	2010	0.2679384	4.0744433	6.2613683	0.9040912	0.45374352	0.33720416
"France"	2011	0.26794285	4.0445805	6.2596593	0.90409017	0.45611948	0.3329475
"France"	2012	0.26799536	3.9849403	6.2622643	0.9040932	0.45793402	0.3311486
"France"	2013	0.26807407	3.9137568	6.266963	0.90410143	0.4601503	0.32512552
"France"	2014	0.2681568	3.8540428	6.2715583	0.9041193	0.46196046	0.32262158
"France"	2015	0.2682231	3.8268294	6.2737494	0.90414417	0.46403405	0.32704228
"France"	2016	0.26853952	3.8271954	6.273039	0.90416116	0.4659254	0.31923512
"France"	2017	0.26882124	3.8294544	6.2719707	0.9041692	0.46636337	0.3163205
"France"	2018	0.2686775	3.8312697	6.2724633	0.90416944	0.467462	0.32380664
"France"	2019	0.26827893	3.835741	6.2742558	0.90416586	0.46825343	0.31199563
"Gabon"	2005	0.22926858	5.7277446	3.9396634	0.5622014	0.17686555	0.42184988
"Gabon"	2017	0.22916965	5.5469394	4.0034146	0.56220305	0.18105756	0.38024372
"Gambia"	1998	0.21230957	5.722023	3.2591307	0.5483688	0.08968625	0.48250192
"Gambia"	2003	0.21221627	5.758524	3.2615798	0.54845583	0.09013283	0.47308534
"Gambia"	2010	0.21153559	5.502979	3.264521	0.54848135	0.091058016	0.43568197
"Gambia"	2015	0.21143858	5.4839745	3.294989	0.54847974	0.091907956	0.35918832
"Georgia"	1996	0.27257946	3.256207	2.528823	0.5257194	0.10320111	0.37132707
"Georgia"	1997	0.27140895	3.2507255	2.53116	0.5257248	0.099361554	0.40682536
"Georgia"	1998	0.27026716	3.2477932	2.5339336	0.5257314	0.09571476	0.4123018
"Georgia"	1999	0.269396	3.243186	2.536291	0.52573794	0.09318832	0.40128374
"Georgia"	2000	0.26904136	3.2429016	2.537047	0.5257339	0.092534825	0.4045976
"Georgia"	2001	0.2693162	3.244202	2.5364332	0.5257128	0.092708886	0.39557204
"Georgia"	2002	0.27000943	3.2483537	2.5356421	0.5256837	0.093605556	0.3724613
"Georgia"	2003	0.2708805	3.2520487	2.5345955	0.52564543	0.09543583	0.36650413
"Georgia"	2004	0.27168593	3.2573864	2.533362	0.52560866	0.0971761	0.3616882
"Georgia"	2005	0.27218452	3.259616	2.5316985	0.5255648	0.09889821	0.37375313
"Georgia"	2006	0.27238345	3.260409	2.5289605	0.52551216	0.10083004	0.36865547
"Georgia"	2007	0.27249146	3.2583456	2.5252502	0.52546096	0.1033015	0.38108635
"Georgia"	2008	0.27256888	3.2580466	2.5212383	0.5254098	0.10542678	0.38532716
"Georgia"	2009	0.272676	3.25815	2.5175638	0.5253584	0.10821545	0.38234815
"Georgia"	2010	0.27287298	3.259764	2.5147352	0.5252982	0.11054998	0.394587
"Georgia"	2011	0.27335104	3.266508	2.5121593	0.5252275	0.112632796	0.3959351
"Georgia"	2012	0.27413285	3.2756429	2.509171	0.52515745	0.11514854	0.38953948
"Georgia"	2013	0.2750313	3.287558	2.506185	0.52508855	0.11743594	0.38588807
"Georgia"	2014	0.27586108	3.2950292	2.5035746	0.52501845	0.11954058	0.37554133
"Georgia"	2015	0.27643597	3.299392	2.5016437	0.5249459	0.12139977	0.36503676
"Georgia"	2016	0.27680913	3.2960818	2.5032454	0.5248707	0.123153925	0.3663965
"Georgia"	2017	0.27703375	3.292854	2.5048897	0.52479917	0.124370754	0.37939596
"Georgia"	2018	0.27715322	3.3030865	2.5016582	0.5247313	0.12578088	0.36411363
"Georgia"	2019	0.27726552	3.3233132	2.4950473	0.5246634	0.12736228	0.35900706
