"country"	"year"	"schizophrenia"	"depression"	"anxiety"	"bipolar"	"ed"	"gini"
"Germany"	1991	0.26178813	3.1779912	5.955482	0.750007	0.38182774	0.29492873
"Germany"	1992	0.2617403	3.1708431	6.014791	0.74974173	0.38432565	0.2907326
"Germany"	1993	0.261681	3.1647382	6.0631056	0.74956155	0.3873852	0.28612086
"Germany"	1994	0.26161164	3.1584985	6.096981	0.7494532	0.38918835	0.29159415
"Germany"	1995	0.26154324	3.154968	6.1131544	0.7494107	0.39057308	0.28811273
"Germany"	1996	0.26144016	3.1501465	6.114999	0.74941826	0.3921777	0.27993777
"Germany"	1997	0.2612771	3.1498163	6.109635	0.7494491	0.39218703	0.28246725
"Germany"	1998	0.2610822	3.149625	6.0995073	0.7494874	0.39156723	0.2827037
"Germany"	1999	0.26088598	3.1518269	6.0871043	0.74952275	0.39153993	0.29047978
"Germany"	2000	0.2607296	3.1580033	6.0752563	0.7495678	0.3918454	0.2888814
"Germany"	2001	0.2604061	3.1938353	6.06614	0.7497514	0.3935821	0.29949388
"Germany"	2002	0.25980777	3.2658777	6.0599575	0.7501332	0.3963269	0.29810533
"Germany"	2003	0.2591246	3.3483357	6.0558968	0.7505901	0.3993696	0.2980293
"Germany"	2004	0.25854585	3.41829	6.052996	0.75097585	0.40170497	0.30192587
"Germany"	2005	0.25826865	3.4491034	6.05086	0.7511564	0.40381622	0.31704092
"Germany"	2006	0.25824082	3.4561625	6.06325	0.7511804	0.40503523	0.3104196
"Germany"	2007	0.25826615	3.4692407	6.0962496	0.75120103	0.40610555	0.3117709
"Germany"	2008	0.25832802	3.488274	6.13726	0.7512228	0.4074173	0.30800265
"Germany"	2009	0.2584109	3.5011506	6.1738863	0.7512634	0.40787047	0.30479428
"Germany"	2010	0.25850472	3.5041263	6.194222	0.7513417	0.40967724	0.30218413
"Germany"	2011	0.2586014	3.5028772	6.2050614	0.7512708	0.41205332	0.30610505
"Germany"	2012	0.2586948	3.5033655	6.217795	0.7508645	0.41420493	0.3105579
"Germany"	2013	0.2588036	3.4999578	6.2289786	0.750218	0.41666567	0.31453598
"Germany"	2014	0.25894794	3.5008144	6.2353673	0.7494602	0.41812757	0.30847794
"Germany"	2015	0.2591541	3.501964	6.2348394	0.74880296	0.420048	0.31653914
"Germany"	2016	0.26047474	3.4886234	6.2234306	0.74828607	0.4225094	0.3141309
"Germany"	2017	0.2618145	3.461354	6.2104564	0.7477406	0.42384422	0.31314865
"Germany"	2018	0.2623118	3.4255924	6.2064977	0.74727356	0.42474633	0.31872115
"Germany"	2019	0.26269624	3.3767943	6.208145	0.7469019	0.42561316	0.31780925
"Ghana"	1991	0.21117638	4.3545513	2.9598374	0.54390615	0.0927062	0.38434562
"Ghana"	1998	0.21257651	4.358079	2.9521637	0.54389083	0.09505425	0.4007123
"Ghana"	2005	0.21324207	4.388548	2.9561124	0.543901	0.09863333	0.42760354
"Ghana"	2012	0.21326418	4.3478723	2.98622	0.54392624	0.106470056	0.42372206
"Ghana"	2016	0.21512064	4.352258	3.006121	0.5439334	0.11420724	0.43512443
"Greece"	1995	0.27248988	4.9127254	5.570759	0.90609443	0.4006712	0.3696663
"Greece"	2000	0.2732509	5.950096	5.571912	0.90552664	0.4131478	0.34236935
"Greece"	2003	0.27288303	5.70618	5.544638	0.9052445	0.4308234	0.32759297
"Greece"	2004	0.27273566	5.6072226	5.5387707	0.90520144	0.43663052	0.33588123
"Greece"	2005	0.27267995	5.5631027	5.5435123	0.9051681	0.43969107	0.34596738
"Greece"	2006	0.27274635	5.5578027	5.5584993	0.90515333	0.4407311	0.35121885
"Greece"	2007	0.2728949	5.558685	5.5784855	0.90517396	0.44098032	0.33950907
"Greece"	2008	0.27307	5.5600004	5.601163	0.9052111	0.43963906	0.33587772
"Greece"	2009	0.27321088	5.5610733	5.62452	0.9052735	0.43888727	0.33615103
"Greece"	2010	0.2732569	5.5540867	5.6466546	0.905373	0.4378887	0.3409893
"Greece"	2011	0.27316624	5.4631195	5.6707363	0.9055279	0.4364925	0.3484217
"Greece"	2012	0.27297807	5.264968	5.700089	0.9057607	0.4347287	0.362504
"Greece"	2013	0.2727428	5.029115	5.7316275	0.9060225	0.43247563	0.36127293
"Greece"	2014	0.2725174	4.829	5.7621937	0.90626085	0.43019718	0.35804707
"Greece"	2015	0.27234915	4.7407064	5.789596	0.90648717	0.42965356	0.35996962
"Greece"	2016	0.27199858	4.7633934	5.8023725	0.9066465	0.43050185	0.34956136
"Greece"	2017	0.27171606	4.8174276	5.800956	0.90673256	0.4313691	0.34350377
"Greece"	2018	0.27184287	4.907854	5.7951775	0.9068066	0.4310318	0.32890075
"Greece"	2019	0.27222666	5.0422506	5.7790413	0.90686923	0.42984423	0.33101925
"Grenada"	2018	0.27841783	3.2130177	4.2805805	0.9182504	0.22196285	0.4381641
"Guatemala"	1998	0.2607699	4.125211	4.092411	0.80108273	0.16910473	0.493976
"Guatemala"	2000	0.26119724	4.2176867	4.0988264	0.801336	0.17057174	0.54173213
"Guatemala"	2006	0.2618834	4.1783195	4.1328945	0.8015807	0.17480618	0.54568464
"Guatemala"	2014	0.26307926	3.711947	4.2434835	0.8009678	0.18062517	0.4827621
"Guinea"	1991	0.2089815	4.243402	3.3118415	0.5372772	0.08934032	0.4446398
"Guinea"	1994	0.20970587	4.253425	3.304591	0.5372925	0.08870744	0.46081552
"Guinea"	2002	0.20875959	4.319782	3.3312428	0.53733444	0.08693739	0.43000692
"Guinea"	2007	0.20845853	4.340774	3.3302338	0.53733397	0.08701675	0.39355347
"Guinea"	2012	0.20745662	4.3572865	3.3280475	0.5373126	0.08769651	0.33729705
"Guinea"	2018	0.20832606	4.365908	3.3476272	0.5372661	0.09291104	0.29591954
"Guinea-Bissau"	1991	0.20376225	4.3621597	3.0571938	0.52663386	0.08614857	0.557557
"Guinea-Bissau"	1993	0.2046108	4.3668027	3.057564	0.5266373	0.08703465	0.43609467
"Guinea-Bissau"	2002	0.20362574	4.44191	3.0673065	0.5266478	0.084938124	0.3556889
"Guinea-Bissau"	2010	0.20299499	4.475475	3.0645669	0.5266445	0.0841582	0.50604075
"Guinea-Bissau"	2018	0.2029482	4.4911523	3.1011078	0.526633	0.08784916	0.34765232
"Guyana"	1992	0.25435823	4.621925	4.3339486	0.870054	0.14714065	0.3946759
"Guyana"	1998	0.2564301	4.8000693	4.320509	0.8696886	0.15505314	0.45039394
"Haiti"	2001	0.24221899	3.6791394	4.433551	0.84451544	0.12055228	0.5898769
"Haiti"	2012	0.24102955	3.6033423	4.538137	0.8443426	0.119475886	0.6044839
"Honduras"	1990	0.2596827	3.0362604	3.874954	0.8111928	0.14727834	0.5592856
"Honduras"	1991	0.25948322	3.035961	3.8825924	0.8111543	0.14734839	0.5182139
"Honduras"	1992	0.25932255	3.0385575	3.8890853	0.81111896	0.14714776	0.51805204
"Honduras"	1993	0.25920036	3.0425975	3.8942235	0.8110878	0.14717221	0.5344585
"Honduras"	1994	0.25911593	3.0472462	3.897938	0.8110675	0.14729837	0.54992497
"Honduras"	1995	0.25907183	3.0541863	3.899689	0.81105244	0.14697334	0.554708
"Honduras"	1996	0.2590945	3.0605397	3.8992553	0.81104225	0.14719756	0.5569839
"Honduras"	1997	0.25918344	3.0721507	3.8975163	0.811045	0.14756824	0.5272781
"Honduras"	1998	0.2592928	3.0851789	3.8959224	0.8110814	0.14779118	0.5729382
"Honduras"	1999	0.25938585	3.0967271	3.894954	0.8111287	0.14883025	0.55219996
"Honduras"	2001	0.25938874	3.118623	3.8973935	0.81121135	0.14913544	0.5535215
"Honduras"	2002	0.25930753	3.130204	3.9014328	0.8112733	0.1495738	0.5571017
"Honduras"	2003	0.25922397	3.141152	3.9065971	0.8113457	0.14976467	0.580804
"Honduras"	2004	0.2591793	3.1511903	3.9122572	0.8114238	0.15026908	0.58094627
"Honduras"	2005	0.25921434	3.1569703	3.9178126	0.8115046	0.15073518	0.5947935
"Honduras"	2006	0.25949234	3.158525	3.926111	0.81158507	0.1515501	0.57526565
"Honduras"	2007	0.26003128	3.159772	3.938921	0.81166446	0.1530107	0.5581602
"Honduras"	2008	0.26065496	3.1612332	3.953987	0.8117392	0.15441974	0.55489975
"Honduras"	2009	0.26118708	3.1611214	3.9690576	0.8118058	0.15615453	0.5128177
"Honduras"	2010	0.2614514	3.1619403	3.9819007	0.8118637	0.15747672	0.53085744
"Honduras"	2011	0.2614567	3.1638138	3.996735	0.8119125	0.15817018	0.5255424
"Honduras"	2012	0.26136318	3.1648076	4.0171614	0.81197	0.15924822	0.53365433
"Honduras"	2013	0.26122847	3.1658163	4.0392375	0.8120328	0.15984248	0.49958706
"Honduras"	2014	0.26111248	3.165894	4.058581	0.8120794	0.16068864	0.4987544
"Honduras"	2015	0.26107064	3.1681056	4.0714254	0.81211436	0.16134736	0.4924883
"Honduras"	2016	0.2613825	3.1711934	4.078126	0.8121209	0.16356038	0.49810323
"Honduras"	2017	0.26172268	3.172926	4.081632	0.8120988	0.16528867	0.49441433
"Honduras"	2018	0.26176286	3.1675985	4.0855455	0.8120671	0.165937	0.48936284
"Honduras"	2019	0.2616812	3.1551142	4.090965	0.81202614	0.167219	0.48162824
"Hungary"	1991	0.28699082	3.4004557	3.4397466	0.53812283	0.1565667	0.29623857
"Hungary"	1993	0.28702793	3.3631907	3.445407	0.53816104	0.15442635	0.27938303
"Hungary"	1994	0.28705722	3.341157	3.44755	0.53817976	0.15403722	0.33285955
"Hungary"	1999	0.28753352	3.1474817	3.4500966	0.5381632	0.1549071	0.30219844
"Hungary"	2004	0.28939825	2.994255	3.4534044	0.5380416	0.16414115	0.29864362
"Hungary"	2005	0.2896597	2.9698982	3.453991	0.53801495	0.16581748	0.34721088
"Hungary"	2006	0.2897556	2.9460216	3.4555173	0.53799	0.16702826	0.28296095
"Hungary"	2007	0.28981128	2.9216616	3.458538	0.5379645	0.16784392	0.2788186
"Hungary"	2008	0.28984985	2.8995118	3.4616735	0.5379335	0.16832568	0.27514026
"Hungary"	2009	0.28989208	2.8795009	3.4637506	0.5379009	0.16955006	0.2695929
"Hungary"	2010	0.28995964	2.8616712	3.4635243	0.53786635	0.17003523	0.2944413
"Hungary"	2011	0.29014653	2.8498757	3.4590325	0.5378302	0.17111102	0.29157948
"Hungary"	2012	0.29047135	2.8391707	3.4505904	0.53779334	0.17200856	0.3080265
"Hungary"	2013	0.2908436	2.8323722	3.44017	0.5377516	0.17355245	0.31504104
"Hungary"	2014	0.29117092	2.8276625	3.429955	0.5377081	0.17467797	0.3091348
"Hungary"	2015	0.2913612	2.8250878	3.4221237	0.53766483	0.1756871	0.30407295
"Hungary"	2016	0.29122773	2.832285	3.4109962	0.5376248	0.1772673	0.30324444
"Hungary"	2017	0.29106456	2.8385477	3.4020705	0.53758806	0.17886764	0.30582693
"Hungary"	2018	0.29118642	2.834383	3.402081	0.53755033	0.1810569	0.2961145
"Hungary"	2019	0.2914906	2.8233702	3.4067228	0.5375118	0.1835278	0.29950473
"Iceland"	2003	0.27712774	3.0206192	5.1014504	0.9008615	0.41044316	0.26836038
"Iceland"	2004	0.27693126	2.9984057	5.0998836	0.904726	0.4142604	0.27981848
"Iceland"	2005	0.27688852	2.9775202	5.095052	0.90590656	0.4176044	0.29002446
"Iceland"	2006	0.27699843	2.9514966	5.085369	0.9051288	0.4186797	0.30245006
"Iceland"	2007	0.2772225	2.9235432	5.0735373	0.9043221	0.42066163	0.29470885
"Iceland"	2008	0.2774542	2.8991032	5.065872	0.9040399	0.42360833	0.3178928
"Iceland"	2009	0.27758688	2.8827534	5.0654664	0.9044717	0.42724344	0.2865624
"Iceland"	2010	0.27761346	2.8793223	5.0715923	0.90526015	0.43062752	0.26171294
"Iceland"	2011	0.27756524	2.8840814	5.0819383	0.9063161	0.43261614	0.26830265
"Iceland"	2012	0.2775324	2.8928893	5.09521	0.9076038	0.43440157	0.26769423
"Iceland"	2013	0.27753845	2.90271	5.108436	0.9088338	0.43522727	0.25402915
"Iceland"	2014	0.27756023	2.9113383	5.118127	0.90968347	0.43664953	0.27800417
"Iceland"	2015	0.27762607	2.9143543	5.1212854	0.9098578	0.4386102	0.26787972
"Iceland"	2016	0.2781046	2.9122322	5.114162	0.9094681	0.44375566	0.27241105
"Iceland"	2017	0.27859282	2.9088686	5.105698	0.90899944	0.44927993	0.2613158
"India"	1993	0.28053012	4.357048	2.930254	0.35491192	0.087561525	0.31555128
"India"	2004	0.28030172	4.4855723	2.679246	0.3541621	0.09693838	0.340089
"India"	2009	0.28015643	3.8224282	2.932369	0.35406747	0.10568983	0.34889016
"India"	2011	0.28098825	3.7261434	2.9882498	0.3540627	0.1098417	0.3539906
"India"	2015	0.2866936	3.7183788	3.039895	0.35408863	0.119307235	0.3468829
"India"	2016	0.2874342	3.7165325	3.0479543	0.3541006	0.122499324	0.34746763
"India"	2017	0.28786653	3.7143855	3.0522227	0.35411307	0.12542169	0.3590051
"India"	2018	0.28709608	3.6963024	3.026323	0.35412675	0.12748422	0.34550628
"India"	2019	0.28522602	3.6598387	2.9674358	0.3541412	0.12927622	0.33812764
"Indonesia"	1990	0.28083345	2.434134	3.3980637	0.33102036	0.08162282	0.31069273
"Indonesia"	1993	0.2837384	2.4038842	3.415783	0.33097062	0.08485915	0.31755003
"Indonesia"	1996	0.28491038	2.393491	3.4234204	0.3309162	0.086512014	0.3421382
"Indonesia"	1998	0.2849885	2.392508	3.4272761	0.33087757	0.08705316	0.30853918
"Indonesia"	1999	0.28496885	2.392435	3.4285724	0.33085695	0.08725616	0.30788496
"Indonesia"	2000	0.28496137	2.3917253	3.4288108	0.3308353	0.08756527	0.30306277
"Indonesia"	2001	0.28494653	2.3911014	3.4274883	0.33082888	0.08775123	0.31165913
"Indonesia"	2002	0.2849012	2.3899431	3.4252954	0.33081168	0.08792247	0.30163765
"Indonesia"	2003	0.28484762	2.3883216	3.4229665	0.33079472	0.08805394	0.29323187
"Indonesia"	2004	0.28480688	2.3868997	3.4213903	0.33077884	0.0882909	0.30416507
"Indonesia"	2005	0.28480405	2.3850226	3.4212527	0.33076173	0.08871076	0.2990362
"Indonesia"	2006	0.2848181	2.3803368	3.4245763	0.33075628	0.08924821	0.31524122
"Indonesia"	2007	0.28483856	2.3719106	3.4321747	0.33074245	0.09026085	0.33231717
"Indonesia"	2008	0.28489637	2.362847	3.442043	0.3307293	0.091443494	0.3263291
"Indonesia"	2009	0.28502554	2.355192	3.4522572	0.3307166	0.09275786	0.33432707
"Indonesia"	2010	0.28526044	2.352026	3.4609103	0.33070296	0.09408752	0.3458631
"Indonesia"	2011	0.28611526	2.3542504	3.4699204	0.3306973	0.095612966	0.37925914
"Indonesia"	2012	0.28774717	2.3605955	3.4817266	0.33068696	0.097588986	0.3714888
"Indonesia"	2013	0.28963953	2.3683004	3.4944997	0.33067638	0.09973334	0.38926852
"Indonesia"	2014	0.29127702	2.3745456	3.506495	0.3306655	0.101814754	0.3877997
"Indonesia"	2015	0.2921439	2.3780065	3.5159678	0.33065367	0.10385733	0.38207534
"Indonesia"	2016	0.29167253	2.3743074	3.5267842	0.33064494	0.106174655	0.368857
"Indonesia"	2017	0.2910963	2.3713732	3.5356228	0.3306338	0.108205184	0.3636789
"Indonesia"	2018	0.291861	2.3859227	3.5412912	0.330622	0.109677225	0.36338645
"Indonesia"	2019	0.29368687	2.4184713	3.5480037	0.33060965	0.11084955	0.35359862
"Iran"	1990	0.25224745	4.6615844	7.036182	0.8082394	0.20259418	0.43604776
"Iran"	1994	0.25189498	4.537415	7.0512886	0.8172727	0.20529337	0.42998368
"Iran"	1998	0.2525278	4.480328	7.050633	0.8174952	0.20609117	0.4409564
"Iran"	2005	0.25313157	4.547626	7.087899	0.81727666	0.22508326	0.43558642
"Iran"	2006	0.25324002	4.587841	7.1290812	0.81734556	0.22832094	0.44752038
"Iran"	2009	0.25381634	4.7955728	7.3880205	0.8176018	0.23906325	0.42050025
"Iran"	2011	0.25394785	4.867665	7.440406	0.81774986	0.24285461	0.34661996
"Iran"	2012	0.25401157	4.908095	7.452001	0.8177411	0.2440835	0.3442554
"Iran"	2013	0.25407985	4.9486756	7.4627037	0.81768537	0.24503964	0.3396952
"Iran"	2014	0.25413534	4.980491	7.47176	0.8176092	0.24600758	0.34814033
"Iran"	2015	0.2541622	4.994914	7.478174	0.8175256	0.24717282	0.35264048
"Iran"	2016	0.2540151	4.994278	7.3556523	0.8174364	0.24976061	0.35912308
"Iran"	2017	0.2538699	4.9864845	7.225255	0.81734693	0.25217977	0.36693677
"Iran"	2018	0.25394887	4.9439826	7.229704	0.8172588	0.25325984	0.37419906
"Iran"	2019	0.2541629	4.860692	7.26808	0.81717443	0.2540833	0.36482257
"Iraq"	2006	0.2427379	3.5113897	4.9751773	0.676707	0.1760812	0.28600612
"Iraq"	2012	0.24367203	3.6516693	5.169151	0.67625546	0.1896378	0.29541856
"Ireland"	1994	0.3565113	4.0952883	6.5090213	0.6977981	0.32175812	0.36914206
"Ireland"	1995	0.35662583	4.1039267	6.5089083	0.6978084	0.32606027	0.3704509
"Ireland"	1996	0.35690692	4.120199	6.4775596	0.69781846	0.3315809	0.35622135
"Ireland"	2000	0.35907203	4.2126913	6.209499	0.6977339	0.36038065	0.33005205
"Ireland"	2002	0.3599649	4.222522	6.1985836	0.69844264	0.37604484	0.32290256
"Ireland"	2003	0.3604998	4.2215796	6.1939664	0.69904596	0.38347605	0.32887438
"Ireland"	2004	0.36094597	4.219046	6.1934566	0.6995204	0.3901669	0.33609548
"Ireland"	2005	0.36120278	4.219184	6.200092	0.6996479	0.3944639	0.33753955
"Ireland"	2006	0.3612601	4.2149105	6.2961326	0.69960475	0.3976606	0.327276
"Ireland"	2007	0.36121875	4.2089334	6.511739	0.6997145	0.40047345	0.31946594
"Ireland"	2008	0.36112157	4.2031083	6.769266	0.6999214	0.40328872	0.3090567
"Ireland"	2009	0.3610104	4.1953344	6.9912043	0.7001905	0.40541512	0.32680362
"Ireland"	2010	0.3609315	4.1855745	7.100014	0.70047444	0.40874636	0.32295024
"Ireland"	2011	0.36095235	4.1613626	7.1265407	0.70073235	0.41121355	0.32872406
"Ireland"	2012	0.3610856	4.1157265	7.151443	0.70093507	0.41329163	0.33220077
"Ireland"	2013	0.36129025	4.066459	7.1726217	0.7010678	0.41544262	0.3348598
"Ireland"	2014	0.36151093	4.0282927	7.187764	0.7011533	0.41831318	0.31874627
"Ireland"	2015	0.36168867	4.0138073	7.194756	0.701208	0.42157215	0.31820488
"Ireland"	2016	0.36233905	4.129579	7.1830854	0.7012379	0.43225074	0.32807183
"Ireland"	2017	0.36289948	4.243526	7.164041	0.7012676	0.44323313	0.31358823
"Ireland"	2018	0.35976973	4.241978	7.079152	0.70127773	0.45007327	0.30602926
"Ireland"	2019	0.35267243	4.2169313	6.9078193	0.701279	0.45577714	0.308315
"Israel"	1992	0.301885	4.542407	3.7075918	1.0497684	0.30428097	0.35507256
"Israel"	1997	0.3014814	4.7023344	3.4964035	1.0493778	0.31500342	0.38097107
"Israel"	2001	0.3052894	4.6843805	3.1205082	1.0489892	0.3266731	0.38947663
"Israel"	2002	0.30509895	4.656178	3.1178913	1.049035	0.33432648	0.39559424
"Israel"	2003	0.30482134	4.6272926	3.1173413	1.0490915	0.3422286	0.4072257
"Israel"	2004	0.30456716	4.598197	3.1186485	1.0491265	0.3494031	0.414563
"Israel"	2005	0.3044516	4.576838	3.121599	1.04909	0.35313737	0.42267624
"Israel"	2006	0.30447602	4.5623064	3.1964755	1.0489985	0.3546561	0.4155532
"Israel"	2007	0.3045306	4.5458236	3.3696697	1.0489061	0.35622182	0.41098633
"Israel"	2008	0.3046	4.528353	3.5754087	1.048799	0.3572651	0.4164268
"Israel"	2009	0.30465057	4.508192	3.7478662	1.0487008	0.3585309	0.4263395
"Israel"	2010	0.30466342	4.484497	3.821316	1.0485955	0.35982054	0.42559466
"Israel"	2011	0.30463564	4.434895	3.8193789	1.0488853	0.36184913	0.41444165
"Israel"	2012	0.3045646	4.3490667	3.8111892	1.0497222	0.36451	0.41302204
"Israel"	2013	0.30444208	4.256446	3.7995079	1.0507321	0.36824352	0.39870527
"Israel"	2014	0.30424586	4.174816	3.7871122	1.0515729	0.37171817	0.3975749
"Israel"	2015	0.30397296	4.133762	3.7767668	1.0518651	0.3747271	0.3971953
"Israel"	2016	0.30282575	4.118203	3.757394	1.0517591	0.37869105	0.39013016
"Israel"	2017	0.30144402	4.1085997	3.7400212	1.0516589	0.38204062	0.38202065
"Israel"	2018	0.30040956	4.113368	3.737234	1.0515593	0.3846552	0.38577175
"Israel"	2019	0.29913944	4.127255	3.7392616	1.0514655	0.38732913	0.3828222
"Italy"	1991	0.29930484	3.7949986	5.7698236	0.8700388	0.5217445	0.31049928
"Italy"	1993	0.29872283	3.8880982	5.45589	0.86993814	0.5211753	0.35086337
"Italy"	1995	0.29848817	3.9229696	5.24134	0.86984545	0.5217907	0.3521082
"Italy"	1998	0.29891202	3.8894124	5.01061	0.8697162	0.5267551	0.36652306
"Italy"	2000	0.29919717	3.8549585	4.937606	0.8696116	0.5308313	0.35244772
"Italy"	2002	0.29935196	3.800738	4.935318	0.87702405	0.5354485	0.34695667
"Italy"	2003	0.2994335	3.7635844	4.936161	0.8832825	0.5380854	0.349287
"Italy"	2004	0.29946178	3.72674	4.9386244	0.8884874	0.5404833	0.3429304
"Italy"	2005	0.29939094	3.6953394	4.9430103	0.8905951	0.5418976	0.33830953
"Italy"	2006	0.2989529	3.6535094	4.995475	0.89050627	0.541986	0.3369475
"Italy"	2007	0.29806665	3.5929165	5.1149726	0.8904948	0.5399921	0.32888263
"Italy"	2008	0.29696697	3.5297675	5.260413	0.8905577	0.53725165	0.3376773
"Italy"	2009	0.29588598	3.4801528	5.390523	0.89066154	0.53494817	0.3383298
"Italy"	2010	0.29505375	3.4594266	5.4642773	0.8907719	0.5341072	0.3471675
"Italy"	2011	0.29430306	3.463267	5.495784	0.8912098	0.53435415	0.35052994
"Italy"	2012	0.29341424	3.4741323	5.5252304	0.89209795	0.53432214	0.3515148
"Italy"	2013	0.29253542	3.488475	5.550146	0.8931089	0.53447694	0.3490567
"Italy"	2014	0.2918144	3.500165	5.5680614	0.8939111	0.5347384	0.34652385
"Italy"	2015	0.29140076	3.5063431	5.5766687	0.89417624	0.5356096	0.35390034
"Italy"	2016	0.29148558	3.504679	5.5657377	0.8940325	0.5410652	0.35239598
"Italy"	2017	0.2916705	3.5045447	5.552005	0.89384913	0.54644495	0.35922197
"Italy"	2018	0.29154074	3.523299	5.553463	0.8936658	0.54637676	0.35217315
"Italy"	2019	0.29120925	3.561658	5.5624604	0.89349115	0.54448926	0.34583586
"Jamaica"	1990	0.2753024	3.030775	3.9264543	0.94483757	0.18325143	0.41113734
"Jamaica"	1993	0.27519011	2.9390726	3.913324	0.9449035	0.1868266	0.35673422
"Jamaica"	1996	0.27520114	2.9154985	3.9102194	0.94487274	0.18890731	0.40394902
"Jamaica"	1999	0.27540866	2.932797	3.9158044	0.9448127	0.18921313	0.4407876
"Jamaica"	2002	0.27607206	2.9417958	3.9158509	0.9446816	0.18917055	0.4831574
"Jamaica"	2004	0.2768158	2.9509726	3.9161413	0.9445687	0.18961962	0.45457473
"Jamaica"	2018	0.27624235	2.9948797	4.049934	0.94370544	0.19330949	0.3563868
"Japan"	2008	0.303236	2.1888876	2.5337436	0.6518986	0.38518617	0.34842315
"Japan"	2010	0.30505535	2.1467483	2.450816	0.64424115	0.3866621	0.3210032
"Japan"	2013	0.3063437	2.1146352	2.37093	0.6442718	0.38750833	0.3285473
"Jordan"	1992	0.25482488	4.549896	4.796475	0.78333414	0.17048566	0.43099582
"Jordan"	1997	0.25384015	4.5256658	4.810075	0.7842621	0.16684917	0.36420527
"Jordan"	2002	0.25314274	4.4592996	4.8205557	0.78537595	0.16978729	0.36954618
"Jordan"	2006	0.25337642	4.34436	4.813886	0.78436065	0.17622727	0.33856255
"Jordan"	2008	0.2535513	4.223769	4.8363237	0.7842131	0.18120041	0.3257345
"Jordan"	2010	0.25375903	4.138052	4.8592014	0.7839044	0.18591112	0.3365573
"Kazakhstan"	1993	0.27400488	3.4700375	2.1202223	0.5075547	0.12848592	0.32665735
"Kazakhstan"	1996	0.27305257	3.4789097	2.1231449	0.5076363	0.12381553	0.35378307
"Kazakhstan"	2001	0.2710443	3.5468998	2.1297104	0.50772357	0.11904958	0.3596447
"Kazakhstan"	2002	0.27173308	3.5423431	2.1275942	0.50772446	0.1210713	0.34811127
"Kazakhstan"	2003	0.27264708	3.5351334	2.124949	0.50772214	0.123409964	0.33691478
"Kazakhstan"	2004	0.27359086	3.5268164	2.122615	0.50773126	0.12648007	0.3183876
"Kazakhstan"	2005	0.27437657	3.5180843	2.1210685	0.5077381	0.12943274	0.39825976
"Kazakhstan"	2006	0.27513018	3.5054195	2.119873	0.5077377	0.1323342	0.30243865
"Kazakhstan"	2007	0.27603385	3.4858682	2.1183715	0.5077302	0.13518329	0.30084056
"Kazakhstan"	2008	0.27698144	3.4649088	2.1167684	0.5077138	0.13856472	0.28496444
"Kazakhstan"	2009	0.2778637	3.4462671	2.1154418	0.5076986	0.14144936	0.28208867
"Kazakhstan"	2010	0.27857465	3.4336832	2.114571	0.5076824	0.14436117	0.27954513
"Kazakhstan"	2011	0.27923888	3.4315803	2.1142452	0.5076654	0.14736678	0.27983844
"Kazakhstan"	2012	0.27999407	3.4372268	2.1141398	0.5076402	0.15028055	0.2816882
"Kazakhstan"	2013	0.28074765	3.4468188	2.1141655	0.5076149	0.15324259	0.2706543
"Kazakhstan"	2014	0.28140858	3.4562953	2.114135	0.5075899	0.15556279	0.2701586
"Kazakhstan"	2015	0.281887	3.460202	2.1137054	0.50756085	0.15774341	0.26803666
"Kazakhstan"	2016	0.2822653	3.4613476	2.1107426	0.50752777	0.15926217	0.27225325
"Kazakhstan"	2017	0.28250208	3.4616778	2.1078627	0.5074906	0.16055767	0.27450275
"Kazakhstan"	2018	0.2825339	3.454367	2.1097374	0.50745267	0.16161866	0.27792874
"Kazakhstan"	2019	0.282443	3.4412057	2.1156304	0.50741726	0.16284963	0.27968282
"Kenya"	1992	0.21398287	4.983737	3.3671312	0.6019744	0.098284416	0.56925327
"Kenya"	1994	0.2138267	4.984862	3.3664858	0.60204065	0.097682126	0.43103355
"Kenya"	1997	0.21389696	5.0559134	3.368907	0.6021356	0.09662347	0.44982657
"Kenya"	2005	0.21537039	5.072726	3.3713121	0.60221463	0.09466197	0.46440154
"Kenya"	2015	0.21532895	4.7195163	3.408533	0.6019044	0.10184317	0.4077446
"Kiribati"	2006	0.26051617	2.9909568	3.9897263	0.25720713	0.068528526	0.36973003
"Kiribati"	2019	0.2558946	2.9703078	4.098131	0.2571488	0.06961527	0.27832702
"Kyrgyzstan"	2000	0.26198095	3.5799265	2.0586774	0.51576984	0.08172697	0.31035012
"Kyrgyzstan"	2001	0.26178354	3.5722513	2.0583668	0.5157497	0.08150791	0.3016398
"Kyrgyzstan"	2002	0.26155674	3.5594757	2.0582805	0.5157523	0.08161907	0.30302387
"Kyrgyzstan"	2003	0.26133794	3.5464828	2.058186	0.51576185	0.0816862	0.28708646
"Kyrgyzstan"	2004	0.26116392	3.5321438	2.0579307	0.5157702	0.081885755	0.3477343
"Kyrgyzstan"	2005	0.2610692	3.5175982	2.0574107	0.5157723	0.08183867	0.32561377
"Kyrgyzstan"	2006	0.26103672	3.4994943	2.056548	0.5157767	0.082108	0.3738124
"Kyrgyzstan"	2007	0.26102436	3.4762325	2.055459	0.51579577	0.08288215	0.3391182
"Kyrgyzstan"	2008	0.26103354	3.4530137	2.0542648	0.5158158	0.08373735	0.3145067
"Kyrgyzstan"	2009	0.26106626	3.4326015	2.0532603	0.5158267	0.08464212	0.29874134
